T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
9,412,267923,94759,10213,6270,2944,2243,0,-0.69799941,0.163999861,-0.912999229,-1.868998421,-1.999998311
9,0,250000,80000,0,0,0,0,0,0.5,-3.14159,-3.14159,-3.14159,-3.14159
9,1000,270000,95000,10000,6000,6000,6000,0,-1.5,0,0,0,0
9,2000,290000,110000,20000,12000,12000,12000,0,-2.5,3.15159,3.15159,3.15159,3.15159
