T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
9,0,291555,397,14589,1021,2066,2200,0,-0.630999467,0.182999845,1.062999102,-1.68099858,-0.825999302
9,0,270000,0,7500,0,0,0,0,-3.14159,-3.14159,-3.14159,-3.14159,-3.14159
9,0,290000,3000,15000,3000,3000,3000,0,0,0,0,0,0
9,0,310000,6000,30000,6000,6000,6000,0,3.15159,3.15159,3.15159,3.15159,3.15159
