T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
12.000,0.000,55970.990,15473.498,1060.084,2054.000,6208.302,7698.800,0.000,-1.390,-0.533,-0.976,-0.064,0.183,
