T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
12.000,0.000,61712.195,214.311,1464.275,1739.000,5569.067,9460.734,0.000,1.585,-0.981,-1.325,0.446,-0.124,
