T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
9,0,338507,339,19584,936,2787,1713,0,-0.951999196,0.29599975,0.581999508,-1.614998636,-0.395999666
9,0,300000,0,10000,0,0,0,0,-3.14159,-3.14159,-3.14159,-3.14159,-3.14159
9,0,340000,3000,20000,3000,3000,3000,0,0,0,0,0,0
9,0,380000,6000,30000,6000,6000,6000,0,3.15159,3.15159,3.15159,3.15159,3.15159
