T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
9,439,310459,111795,13831,8946,3555,1394,0,-0.651999449,0.266999774,-0.746999369,-1.724998543,-2.18999815
9,0,280000,90000,5000,0,0,0,0,0.5,-3.14159,-3.14159,-3.14159,-3.14159
9,1000,310000,110000,15000,10000,5000,5000,0,-1.5,0,0,0,0
9,2000,340000,130000,30000,20000,10000,10000,0,-2.5,3.15159,3.15159,3.15159,3.15159
