T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
9.000,0.000,193152.252,314.865,6522.959,1099.303,2178.653,1482.986,0.000,-0.448,0.098,0.147,-1.005,-1.205,
