T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
9.000,1685.266,158353.563,51748.965,4876.539,2486.268,2369.166,821.684,0.000,-2.176,0.554,-2.536,-0.172,1.140,
