Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/2/7 下午 02:41:22,-16.93000,0.15000,-0.45000,70.00000,69.00000,63.00000,88.00000,95.00000,94.00000,10.32000,9.46000,13.76000,11.18000,16.93066,270.50763,-5.74333,67.33333,92.33333
2,2023/2/7 下午 02:41:23,-17.18000,0.79000,-0.91000,65.00000,58.00000,51.00000,86.00000,89.00000,96.00000,8.17000,4.73000,8.60000,7.16667,17.19815,272.63282,-5.76667,58.00000,90.33333
3,2023/2/7 下午 02:41:23,-16.30000,-0.79000,-0.96000,68.00000,67.00000,73.00000,78.00000,91.00000,98.00000,9.46000,8.60000,18.06000,12.04000,16.31913,267.22526,-6.01667,69.33333,89.00000
4,2023/2/7 下午 02:41:23,-16.79000,-0.86000,-0.89000,82.00000,71.00000,57.00000,93.00000,97.00000,97.00000,15.48000,10.32000,11.18000,12.32667,16.81201,267.06782,-6.18000,70.00000,95.66667
5,2023/2/7 下午 02:41:23,-16.79000,0.57000,-0.79000,81.00000,78.00000,77.00000,86.00000,94.00000,95.00000,15.05000,13.33000,19.78000,16.05333,16.79967,271.94438,-5.67000,78.66667,91.66667
6,2023/2/7 下午 02:41:23,-16.90000,1.01000,-0.49000,97.00000,88.00000,81.00000,81.00000,98.00000,91.00000,21.93000,17.63000,21.50000,20.35333,16.93015,273.42012,-5.46000,88.66667,90.00000
7,2023/2/7 下午 02:41:23,-16.83000,-1.12000,-0.05000,83.00000,77.00000,73.00000,90.00000,91.00000,91.00000,15.91000,12.90000,18.06000,15.62333,16.86723,266.19270,-6.00000,77.66667,90.66667
8,2023/2/7 下午 02:41:23,-17.49000,-0.88000,0.12000,81.00000,94.00000,83.00000,91.00000,95.00000,97.00000,15.05000,20.21000,22.36000,19.20667,17.51212,267.11962,-6.08333,86.00000,94.33333
9,2023/2/7 下午 02:41:23,-18.38000,-0.38000,0.04000,86.00000,82.00000,70.00000,94.00000,97.00000,97.00000,17.20000,15.05000,16.77000,16.34000,18.38393,268.81560,-6.24000,79.33333,96.00000
10,2023/2/7 下午 02:41:23,-17.09000,0.02000,0.08000,68.00000,63.00000,51.00000,92.00000,97.00000,94.00000,9.46000,6.88000,8.60000,8.31333,17.09001,270.06705,-5.66333,60.66667,94.33333
11,2023/2/7 下午 02:41:23,-16.97000,0.82000,0.18000,59.00000,61.00000,51.00000,80.00000,87.00000,90.00000,5.59000,6.02000,8.60000,6.73667,16.98980,272.76641,-5.32333,57.00000,85.66667
12,2023/2/7 下午 02:41:23,-16.21000,0.02000,0.31000,50.00000,53.00000,47.00000,84.00000,93.00000,90.00000,1.72000,2.58000,6.88000,3.72667,16.21001,270.07069,-5.29333,50.00000,89.00000
13,2023/2/7 下午 02:41:23,-17.62000,-1.30000,0.59000,87.00000,74.00000,75.00000,93.00000,93.00000,96.00000,17.63000,11.61000,18.92000,16.05333,17.66789,265.78037,-6.11000,78.66667,94.00000
14,2023/2/7 下午 02:41:23,-17.83000,-0.91000,0.13000,66.00000,70.00000,72.00000,83.00000,92.00000,94.00000,8.60000,9.89000,17.63000,12.04000,17.85321,267.07830,-6.20333,69.33333,89.66667
15,2023/2/7 下午 02:41:23,-16.61000,-0.50000,-0.52000,59.00000,60.00000,49.00000,80.00000,94.00000,93.00000,5.59000,5.59000,7.74000,6.30667,16.61752,268.27578,-5.87667,56.00000,89.00000
16,2023/2/7 下午 02:41:23,-16.84000,0.26000,-0.96000,80.00000,72.00000,64.00000,83.00000,98.00000,93.00000,14.62000,10.75000,14.19000,13.18667,16.84201,270.88454,-5.84667,72.00000,91.33333
17,2023/2/7 下午 02:41:23,-17.67000,0.19000,-1.06000,94.00000,87.00000,78.00000,92.00000,96.00000,94.00000,20.64000,17.20000,20.21000,19.35000,17.67102,270.61606,-6.18000,86.33333,94.00000
18,2023/2/7 下午 02:41:23,-16.96000,0.49000,-0.80000,85.00000,78.00000,75.00000,88.00000,95.00000,98.00000,16.77000,13.33000,18.92000,16.34000,16.96708,271.65490,-5.75667,79.33333,93.66667
19,2023/2/7 下午 02:41:23,-18.32000,0.27000,-1.14000,79.00000,78.00000,79.00000,89.00000,95.00000,98.00000,14.19000,13.33000,20.64000,16.05333,18.32199,270.84436,-6.39667,78.66667,94.00000
20,2023/2/7 下午 02:41:23,-17.09000,0.70000,-0.99000,68.00000,80.00000,70.00000,83.00000,96.00000,97.00000,9.46000,14.19000,16.77000,13.47333,17.10433,272.34550,-5.79333,72.66667,92.00000
