Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/2/7 下午 02:22:47,100.82999,3.51000,-2.16000,64.00000,68.00000,62.00000,79.00000,88.00000,82.00000,6.45000,7.74000,12.90000,9.03000,100.89107,88.00628,34.06000,64.66667,83.00000
2,2023/2/7 下午 02:22:47,99.69000,5.10000,-1.25000,66.00000,72.00000,55.00000,75.00000,76.00000,70.00000,7.31000,9.46000,9.89000,8.88667,99.82037,87.07138,34.51333,64.33333,73.66667
3,2023/2/7 下午 02:22:47,100.92000,6.52000,-4.74000,72.00000,69.00000,63.00000,71.00000,69.00000,73.00000,9.89000,8.17000,13.33000,10.46333,101.13039,86.30351,34.23333,68.00000,71.00000
4,2023/2/7 下午 02:22:47,97.94000,2.89000,-3.63000,83.00000,75.00000,77.00000,64.00000,77.00000,80.00000,14.62000,10.75000,19.35000,14.90667,97.98263,88.30981,32.40000,78.33333,73.66667
5,2023/2/7 下午 02:22:47,106.95000,-2.76000,-1.61000,70.00000,72.00000,65.00000,75.00000,76.00000,83.00000,9.03000,9.46000,14.19000,10.89333,106.98560,91.47827,34.19333,69.00000,78.00000
6,2023/2/7 下午 02:22:47,106.05000,1.94000,-0.28000,81.00000,81.00000,74.00000,74.00000,83.00000,91.00000,13.76000,13.33000,18.06000,15.05000,106.06775,88.95199,35.90333,78.66667,82.66667
7,2023/2/7 下午 02:22:47,107.52000,-2.52000,-1.33000,81.00000,76.00000,74.00000,72.00000,73.00000,92.00000,13.76000,11.18000,18.06000,14.33333,107.54952,91.34262,34.55667,77.00000,79.00000
8,2023/2/7 下午 02:22:47,103.30000,-0.35000,-2.49000,76.00000,75.00000,64.00000,79.00000,71.00000,82.00000,11.61000,10.75000,13.76000,12.04000,103.30059,90.19413,33.48667,71.66667,77.33333
9,2023/2/7 下午 02:22:47,105.20000,-3.12000,-6.17000,69.00000,72.00000,66.00000,72.00000,74.00000,77.00000,8.60000,9.46000,14.62000,10.89333,105.24626,91.69877,31.97000,69.00000,74.33333
10,2023/2/7 下午 02:22:47,103.44000,2.24000,-6.46000,80.00000,84.00000,72.00000,76.00000,78.00000,72.00000,13.33000,14.62000,17.20000,15.05000,103.46425,88.75945,33.07333,78.66667,75.33333
