Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/2/7 下午 02:36:25,-96.50000,-7.55000,0.60000,77.00000,72.00000,70.00000,82.00000,79.00000,83.00000,12.90000,9.89000,16.34000,13.04333,96.79490,265.52639,-34.48333,73.00000,81.33333
2,2023/2/7 下午 02:36:25,-92.91000,-15.79000,0.38000,83.00000,82.00000,83.00000,77.00000,84.00000,83.00000,15.48000,14.19000,21.93000,17.20000,94.24220,260.35477,-36.10667,82.66667,81.33333
3,2023/2/7 下午 02:36:25,-93.21000,-3.57000,0.22000,85.00000,81.00000,78.00000,79.00000,85.00000,83.00000,16.34000,13.76000,19.78000,16.62667,93.27834,267.80661,-32.18667,81.33333,82.33333
4,2023/2/7 下午 02:36:25,-105.31000,-1.20000,-5.49000,74.00000,68.00000,68.00000,78.00000,81.00000,86.00000,11.61000,8.17000,15.48000,11.75333,105.31684,269.34715,-37.33333,70.00000,81.66667
5,2023/2/7 下午 02:36:25,-105.62000,-8.68000,-5.21000,82.00000,77.00000,84.00000,77.00000,87.00000,86.00000,15.05000,12.04000,22.36000,16.48333,105.97607,265.30191,-39.83667,81.00000,83.33333
6,2023/2/7 下午 02:36:25,-103.85000,-1.44000,-7.69000,74.00000,77.00000,63.00000,70.00000,89.00000,87.00000,11.61000,12.04000,13.33000,12.32667,103.85998,269.20558,-37.66000,71.33333,82.00000
7,2023/2/7 下午 02:36:26,-100.12000,1.75000,-10.98000,77.00000,76.00000,72.00000,92.00000,92.00000,94.00000,12.90000,11.61000,17.20000,13.90333,100.13529,271.00137,-36.45000,75.00000,92.66667
8,2023/2/7 下午 02:36:26,-98.92000,3.96000,-12.44000,67.00000,69.00000,64.00000,92.00000,93.00000,95.00000,8.60000,8.60000,13.76000,10.32000,98.99923,272.29246,-35.80000,66.66667,93.33333
9,2023/2/7 下午 02:36:26,-95.05000,-4.04000,-8.10000,71.00000,72.00000,70.00000,79.00000,87.00000,93.00000,10.32000,9.89000,16.34000,12.18333,95.13582,267.56617,-35.73000,71.00000,86.33333
10,2023/2/7 下午 02:36:26,-99.17000,0.71000,-5.77000,77.00000,70.00000,69.00000,76.00000,89.00000,87.00000,12.90000,9.03000,15.91000,12.61333,99.17254,270.41020,-34.74333,72.00000,84.00000
