Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/2/7 下午 03:56:38,-61.06000,0.72000,-8.36000,89.00000,91.00000,90.00000,81.00000,94.00000,97.00000,15.91000,15.91000,23.22000,18.34667,61.06424,270.67558,-22.90000,90.00000,90.66667
2,2023/2/7 下午 03:56:38,-65.66000,-0.90000,-7.42000,92.00000,98.00000,100.00000,80.00000,95.00000,96.00000,17.20000,18.92000,27.52000,21.21333,65.66617,269.21470,-24.66000,96.66667,90.33333
3,2023/2/7 下午 03:56:38,-59.48000,-2.62000,-8.58000,102.00000,102.00000,94.00000,85.00000,97.00000,97.00000,21.50000,20.64000,24.94000,22.36000,59.53768,267.47784,-23.56000,99.33333,93.00000
4,2023/2/7 下午 03:56:38,-64.58000,-3.60000,-9.44000,100.00000,106.00000,95.00000,89.00000,98.00000,97.00000,20.64000,22.36000,25.37000,22.79000,64.68026,266.80936,-25.87333,100.33333,94.66667
5,2023/2/7 下午 03:56:39,-60.92000,-0.76000,-10.06000,137.00000,133.00000,136.00000,91.00000,98.00000,97.00000,36.55000,33.97000,43.00000,37.84000,60.92474,269.28525,-23.91333,135.33333,95.33333
6,2023/2/7 下午 03:56:39,-60.40000,2.52000,-7.60000,105.00000,104.00000,103.00000,85.00000,97.00000,97.00000,22.79000,21.50000,28.81000,24.36667,60.45254,272.38910,-21.82667,104.00000,93.00000
7,2023/2/7 下午 03:56:39,-64.22000,1.04000,-6.82000,90.00000,107.00000,103.00000,89.00000,96.00000,98.00000,16.34000,22.79000,28.81000,22.64667,64.22842,270.92779,-23.33333,100.00000,94.33333
8,2023/2/7 下午 03:56:39,-60.02000,-3.78000,-6.68000,89.00000,91.00000,86.00000,83.00000,93.00000,95.00000,15.91000,15.91000,21.50000,17.77333,60.13891,266.39633,-23.49333,88.66667,90.33333
9,2023/2/7 下午 03:56:39,-67.10000,-2.30000,-13.48000,92.00000,99.00000,98.00000,85.00000,92.00000,96.00000,17.20000,19.35000,26.66000,21.07000,67.13941,268.03683,-27.62667,96.33333,91.00000
10,2023/2/7 下午 03:56:39,-61.96000,-4.14000,-8.10000,109.00000,114.00000,106.00000,86.00000,96.00000,98.00000,24.51000,25.80000,30.10000,26.80333,62.09816,266.17733,-24.73333,109.66667,93.33333
11,2023/2/7 下午 03:56:39,-57.40000,-5.68000,-5.86000,88.00000,92.00000,86.00000,88.00000,93.00000,97.00000,15.48000,16.34000,21.50000,17.77333,57.68035,264.34871,-22.98000,88.66667,92.66667
