Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/2/7 下午 03:34:51,19.51000,1.37000,0.01000,57.00000,68.00000,63.00000,77.00000,90.00000,95.00000,4.73000,8.60000,13.76000,9.03000,19.55804,85.98326,6.96333,62.66667,87.33333
2,2023/2/7 下午 03:34:51,20.45000,0.47000,0.08000,62.00000,64.00000,52.00000,85.00000,94.00000,88.00000,6.88000,6.88000,9.03000,7.59667,20.45540,88.68341,7.00000,59.33333,89.00000
3,2023/2/7 下午 03:34:51,20.35000,0.98000,-0.12000,64.00000,66.00000,50.00000,87.00000,89.00000,89.00000,7.74000,7.74000,8.17000,7.88333,20.37358,87.24292,7.07000,60.00000,88.33333
4,2023/2/7 下午 03:34:51,17.02000,-0.07000,-0.30000,80.00000,64.00000,63.00000,78.00000,93.00000,85.00000,14.62000,6.88000,13.76000,11.75333,17.02014,90.23565,5.55000,69.00000,85.33333
5,2023/2/7 下午 03:34:51,20.77000,1.34000,-0.17000,80.00000,74.00000,67.00000,85.00000,89.00000,92.00000,14.62000,11.18000,15.48000,13.76000,20.81318,86.30861,7.31333,73.66667,88.66667
6,2023/2/7 下午 03:34:51,20.83000,1.84000,-0.18000,85.00000,80.00000,78.00000,88.00000,91.00000,94.00000,16.77000,13.76000,20.21000,16.91333,20.91111,84.95193,7.49667,81.00000,91.00000
7,2023/2/7 下午 03:34:51,20.43000,2.76000,-0.40000,75.00000,82.00000,71.00000,89.00000,93.00000,88.00000,12.47000,14.62000,17.20000,14.76333,20.61559,82.30618,7.59667,76.00000,90.00000
8,2023/2/7 下午 03:34:51,20.52000,3.24000,-0.03000,75.00000,66.00000,50.00000,84.00000,88.00000,91.00000,12.47000,7.74000,8.17000,9.46000,20.77421,81.02737,7.91000,63.66667,87.66667
9,2023/2/7 下午 03:34:51,20.80000,2.23000,0.56000,66.00000,66.00000,66.00000,92.00000,97.00000,91.00000,8.60000,7.74000,15.05000,10.46333,20.91920,83.88061,7.86333,66.00000,93.33333
10,2023/2/7 下午 03:34:51,21.14000,1.60000,0.54000,63.00000,73.00000,64.00000,85.00000,94.00000,92.00000,7.31000,10.75000,14.19000,10.75000,21.20046,85.67177,7.76000,66.66667,90.33333
