T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
12.000,1474.981,279459.023,101255.583,15873.983,11737.788,5749.438,2458.754,0.000,-1.103,-0.093,-1.235,-1.796,2.369,
