T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
12.000,8778.776,233151.366,88241.584,16259.068,10122.404,3321.384,1637.239,0.000,-2.654,0.092,-3.062,-0.783,0.808,
