T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
9.000,0.000,235133.513,102.299,10256.864,195.058,2039.571,3209.229,0.000,1.147,0.231,-0.555,-0.516,-1.036,
