T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
12,0,61740,212,1454,1739,5460,9136,0,1.558998683,-0.985999167,-1.32599888,0.150999872,-0.264999776
12,0,50000,0,0,0,2000,2000,0,-3.14159,-3.14159,-3.14159,-3.14159,-3.14159
12,0,60000,2000,2000,2000,5000,5000,0,0,0,0,0,0
12,0,70000,5000,5000,5000,10000,15000,0,3.15159,3.15159,3.15159,3.15159,3.15159
