T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
12,0,55980,15410,1058,2054,5796,7773,0,-1.389998826,-0.523999557,-0.975999176,0.007999993,0.162999862
12,0,48000,10000,0,0,0,0,0,0,-3.14159,-3.14159,-3.14159,-3.14159
12,0,55000,15000,3000,3000,6000,6000,0,-1.5,0,0,0,0
12,0,62000,20000,6000,6000,12000,12000,0,-2.5,3.15159,3.15159,3.15159,3.15159
