T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
12.000,484.597,154392.084,52644.024,6199.504,5132.314,2580.594,3035.156,0.000,-1.279,-0.542,-1.751,-0.693,0.752,
