T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
6.000,0.000,54750.255,36771.862,1536.619,1322.000,4528.145,5983.485,0.000,-1.343,-0.782,-0.479,0.548,-0.161,
