Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/6/30 下午 02:01:41,58.18000,2.98000,-1.89000,106.00000,103.00000,96.00000,80.00000,85.00000,92.00000,27.52000,26.66000,29.67000,27.95000,58.25627,87.06785,19.75667,101.66667,85.66667
2,2023/6/30 下午 02:01:41,57.02000,1.87000,-1.65000,110.00000,96.00000,100.00000,85.00000,83.00000,94.00000,29.24000,23.65000,31.39000,28.09333,57.05066,88.12163,19.08000,102.00000,87.33333
3,2023/6/30 下午 02:01:41,58.32000,1.59000,-0.33000,101.00000,94.00000,88.00000,65.00000,85.00000,95.00000,25.37000,22.79000,26.23000,24.79667,58.34167,88.43831,19.86000,94.33333,81.66667
4,2023/6/30 下午 02:01:41,52.57000,-0.33000,-0.45000,89.00000,88.00000,85.00000,85.00000,91.00000,95.00000,20.21000,20.21000,24.94000,21.78667,52.57103,90.35966,17.26333,87.33333,90.33333
5,2023/6/30 下午 02:01:41,50.49000,0.46000,-0.09000,89.00000,85.00000,82.00000,77.00000,90.00000,93.00000,20.21000,18.92000,23.65000,20.92667,50.49209,89.47801,16.95333,85.33333,86.66667
6,2023/6/30 下午 02:01:41,49.83000,-1.81000,-1.05000,92.00000,86.00000,82.00000,88.00000,88.00000,94.00000,21.50000,19.35000,23.65000,21.50000,49.86286,92.08027,15.65667,86.66667,90.00000
7,2023/6/30 下午 02:01:41,52.01000,0.05000,-0.78000,84.00000,91.00000,88.00000,78.00000,86.00000,94.00000,18.06000,21.50000,26.23000,21.93000,52.01002,89.94492,17.09333,87.66667,86.00000
8,2023/6/30 下午 02:01:41,49.19000,-2.20000,-0.93000,93.00000,96.00000,92.00000,89.00000,90.00000,93.00000,21.93000,23.65000,27.95000,24.51000,49.23917,92.56082,15.35333,93.66667,90.66667
9,2023/6/30 下午 02:01:41,47.79000,1.76000,-0.84000,89.00000,83.00000,84.00000,76.00000,83.00000,91.00000,20.21000,18.06000,24.51000,20.92667,47.82240,87.89088,16.23667,85.33333,83.33333
10,2023/6/30 下午 02:01:41,45.32000,1.71000,-1.23000,86.00000,79.00000,75.00000,76.00000,80.00000,95.00000,18.92000,16.34000,20.64000,18.63333,45.35225,87.83916,15.26667,80.00000,83.66667
