Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/6/30 下午 02:06:03,88.91000,3.79000,-0.97000,85.00000,81.00000,71.00000,72.00000,80.00000,81.00000,12.47000,11.18000,14.62000,12.75667,88.99074,87.55911,30.57667,79.00000,77.66667
2,2023/6/30 下午 02:06:04,88.49000,5.24000,-0.76000,83.00000,77.00000,69.00000,73.00000,77.00000,91.00000,11.61000,9.46000,13.76000,11.61000,88.64501,86.61115,30.99000,76.33333,80.33333
3,2023/6/30 下午 02:06:04,85.98000,4.01000,-1.00000,80.00000,75.00000,71.00000,69.00000,72.00000,86.00000,10.32000,8.60000,14.62000,11.18000,86.07346,87.32973,29.66333,75.33333,75.66667
4,2023/6/30 下午 02:06:04,83.70000,2.02000,-1.29000,88.00000,81.00000,73.00000,80.00000,84.00000,92.00000,13.76000,11.18000,15.48000,13.47333,83.72437,88.61750,28.14333,80.66667,85.33333
5,2023/6/30 下午 02:06:04,84.70000,0.48000,-0.66000,89.00000,91.00000,83.00000,78.00000,83.00000,87.00000,14.19000,15.48000,19.78000,16.48333,84.70136,89.67530,28.17333,87.66667,82.66667
6,2023/6/30 下午 02:06:04,83.19000,2.48000,-0.95000,84.00000,85.00000,81.00000,76.00000,82.00000,90.00000,12.04000,12.90000,18.92000,14.62000,83.22696,88.29245,28.24000,83.33333,82.66667
7,2023/6/30 下午 02:06:04,82.02000,1.20000,-1.32000,77.00000,79.00000,82.00000,64.00000,79.00000,88.00000,9.03000,10.32000,19.35000,12.90000,82.02878,89.16179,27.30000,79.33333,77.00000
8,2023/6/30 下午 02:06:04,83.07000,1.11000,-1.17000,93.00000,96.00000,82.00000,76.00000,88.00000,91.00000,15.91000,17.63000,19.35000,17.63000,83.07741,89.23445,27.67000,90.33333,85.00000
9,2023/6/30 下午 02:06:04,84.26000,3.16000,-0.65000,84.00000,87.00000,80.00000,76.00000,87.00000,95.00000,12.04000,13.76000,18.49000,14.76333,84.31923,87.85224,28.92333,83.66667,86.00000
10,2023/6/30 下午 02:06:04,82.19000,0.24000,-0.70000,70.00000,73.00000,64.00000,70.00000,85.00000,81.00000,6.02000,7.74000,11.61000,8.45667,82.19035,89.83269,27.24333,69.00000,78.66667
11,2023/6/30 下午 02:06:04,82.70000,2.05000,-0.60000,95.00000,94.00000,87.00000,71.00000,79.00000,88.00000,16.77000,16.77000,21.50000,18.34667,82.72541,88.58002,28.05000,92.00000,79.33333
12,2023/6/30 下午 02:06:04,83.92000,1.73000,-0.85000,88.00000,79.00000,77.00000,74.00000,78.00000,92.00000,13.76000,10.32000,17.20000,13.76000,83.93783,88.81902,28.26667,81.33333,81.33333
13,2023/6/30 下午 02:06:04,83.25000,4.60000,-0.22000,97.00000,92.00000,89.00000,64.00000,84.00000,88.00000,17.63000,15.91000,22.36000,18.63333,83.37699,86.83732,29.21000,92.66667,78.66667
14,2023/6/30 下午 02:06:04,79.37000,4.61000,0.36000,83.00000,87.00000,73.00000,71.00000,81.00000,88.00000,11.61000,13.76000,15.48000,13.61667,79.50377,86.67586,28.11333,81.00000,80.00000
15,2023/6/30 下午 02:06:04,81.52000,4.90000,0.41000,94.00000,89.00000,95.00000,61.00000,81.00000,92.00000,16.34000,14.62000,24.94000,18.63333,81.66713,86.56021,28.94333,92.66667,78.00000
16,2023/6/30 下午 02:06:04,85.64000,1.81000,0.24000,91.00000,80.00000,79.00000,79.00000,82.00000,91.00000,15.05000,10.75000,18.06000,14.62000,85.65913,88.78923,29.23000,83.33333,84.00000
17,2023/6/30 下午 02:06:04,82.26000,1.62000,-0.05000,97.00000,96.00000,93.00000,75.00000,83.00000,86.00000,17.63000,17.63000,24.08000,19.78000,82.27595,88.87178,27.94333,95.33333,81.33333
18,2023/6/30 下午 02:06:04,78.49000,3.92000,-1.05000,96.00000,91.00000,90.00000,72.00000,80.00000,89.00000,17.20000,15.48000,22.79000,18.49000,78.58783,87.14087,27.12000,92.33333,80.33333
19,2023/6/30 下午 02:06:04,79.60000,0.55000,-1.32000,100.00000,91.00000,87.00000,72.00000,82.00000,89.00000,18.92000,15.48000,21.50000,18.63333,79.60190,89.60412,26.27667,92.66667,81.00000
20,2023/6/30 下午 02:06:04,79.12000,1.62000,-1.63000,90.00000,92.00000,79.00000,76.00000,80.00000,89.00000,14.62000,15.91000,18.06000,16.19667,79.13658,88.82702,26.37000,87.00000,81.66667
21,2023/6/30 下午 02:06:04,70.51000,4.69000,-1.32000,88.00000,81.00000,69.00000,72.00000,82.00000,83.00000,13.76000,11.18000,13.76000,12.90000,70.66581,86.19455,24.62667,79.33333,79.00000
22,2023/6/30 下午 02:06:04,71.21000,2.45000,-0.52000,93.00000,89.00000,91.00000,79.00000,87.00000,90.00000,15.91000,14.62000,23.22000,17.91667,71.25214,88.02950,24.38000,91.00000,85.33333
23,2023/6/30 下午 02:06:04,67.98000,5.29000,-0.87000,92.00000,92.00000,90.00000,71.00000,81.00000,86.00000,15.48000,15.91000,22.79000,18.06000,68.18551,85.55038,24.13333,91.33333,79.33333
24,2023/6/30 下午 02:06:04,70.27000,5.17000,-1.87000,92.00000,92.00000,78.00000,69.00000,84.00000,89.00000,15.48000,15.91000,17.63000,16.34000,70.45993,85.79214,24.52333,87.33333,80.66667
25,2023/6/30 下午 02:06:04,65.59000,2.53000,-2.05000,95.00000,87.00000,85.00000,78.00000,86.00000,91.00000,16.77000,13.76000,20.64000,17.05667,65.63878,87.79103,22.02333,89.00000,85.00000
26,2023/6/30 下午 02:06:04,60.71000,0.83000,-1.97000,78.00000,89.00000,71.00000,74.00000,70.00000,85.00000,9.46000,14.62000,14.62000,12.90000,60.71567,89.21673,19.85667,79.33333,76.33333
27,2023/6/30 下午 02:06:04,61.97000,5.50000,-0.79000,91.00000,92.00000,88.00000,74.00000,85.00000,88.00000,15.05000,15.91000,21.93000,17.63000,62.21359,84.92814,22.22667,90.33333,82.33333
28,2023/6/30 下午 02:06:04,61.48000,3.50000,-0.77000,89.00000,83.00000,76.00000,75.00000,90.00000,89.00000,14.19000,12.04000,16.77000,14.33333,61.57954,86.74172,21.40333,82.66667,84.66667
29,2023/6/30 下午 02:06:04,60.62000,0.20000,-1.69000,99.00000,95.00000,86.00000,81.00000,87.00000,95.00000,18.49000,17.20000,21.07000,18.92000,60.62033,89.81097,19.71000,93.33333,87.66667
30,2023/6/30 下午 02:06:04,59.36000,0.80000,-2.09000,106.00000,101.00000,97.00000,82.00000,84.00000,95.00000,21.50000,19.78000,25.80000,22.36000,59.36539,89.22787,19.35667,101.33333,87.00000
31,2023/6/30 下午 02:06:04,57.21000,3.95000,-0.66000,80.00000,78.00000,79.00000,71.00000,83.00000,90.00000,10.32000,9.89000,18.06000,12.75667,57.34620,86.05035,20.16667,79.00000,81.33333
32,2023/6/30 下午 02:06:04,51.10000,4.57000,-1.79000,82.00000,84.00000,75.00000,72.00000,72.00000,90.00000,11.18000,12.47000,16.34000,13.33000,51.30394,84.88949,17.96000,80.33333,78.00000
33,2023/6/30 下午 02:06:04,56.29000,2.04000,-0.12000,114.00000,106.00000,108.00000,86.00000,84.00000,89.00000,24.94000,21.93000,30.53000,25.80000,56.32695,87.92446,19.40333,109.33333,86.33333
34,2023/6/30 下午 02:06:04,57.62000,-1.08000,-1.84000,99.00000,95.00000,95.00000,76.00000,88.00000,95.00000,18.49000,17.20000,24.94000,20.21000,57.63012,91.07380,18.23333,96.33333,86.33333
35,2023/6/30 下午 02:06:04,53.13000,2.91000,-1.32000,98.00000,91.00000,90.00000,85.00000,88.00000,91.00000,18.06000,15.48000,22.79000,18.77667,53.20963,86.86497,18.24000,93.00000,88.00000
36,2023/6/30 下午 02:06:04,49.97000,0.98000,-1.92000,94.00000,95.00000,84.00000,76.00000,84.00000,91.00000,16.34000,17.20000,20.21000,17.91667,49.97961,88.87647,16.34333,91.00000,83.66667
37,2023/6/30 下午 02:06:04,45.32000,4.70000,-0.27000,87.00000,84.00000,73.00000,83.00000,87.00000,93.00000,13.33000,12.47000,15.48000,13.76000,45.56306,84.07919,16.58333,81.33333,87.66667
38,2023/6/30 下午 02:06:04,45.30000,1.85000,-0.84000,85.00000,87.00000,77.00000,85.00000,79.00000,92.00000,12.47000,13.76000,17.20000,14.47667,45.33776,87.66141,15.43667,83.00000,85.33333
39,2023/6/30 下午 02:06:04,44.66000,1.94000,-2.54000,95.00000,98.00000,91.00000,87.00000,90.00000,89.00000,16.77000,18.49000,23.22000,19.49333,44.70212,87.51267,14.68667,94.66667,88.66667
40,2023/6/30 下午 02:06:04,43.63000,4.21000,-2.52000,84.00000,81.00000,81.00000,81.00000,89.00000,94.00000,12.04000,11.18000,18.92000,14.04667,43.83265,84.48841,15.10667,82.00000,88.00000
41,2023/6/30 下午 02:06:04,38.87000,0.95000,-2.55000,84.00000,86.00000,75.00000,88.00000,79.00000,86.00000,12.04000,13.33000,16.34000,13.90333,38.88161,88.59994,12.42333,81.66667,84.33333
42,2023/6/30 下午 02:06:04,41.40000,1.30000,-1.77000,93.00000,89.00000,85.00000,84.00000,83.00000,92.00000,15.91000,14.62000,20.64000,17.05667,41.42041,88.20145,13.64333,89.00000,86.33333
43,2023/6/30 下午 02:06:04,37.15000,2.79000,-0.96000,93.00000,88.00000,83.00000,81.00000,85.00000,91.00000,15.91000,14.19000,19.78000,16.62667,37.25462,85.70510,12.99333,88.00000,85.66667
44,2023/6/30 下午 02:06:04,35.25000,2.92000,-1.35000,76.00000,75.00000,78.00000,80.00000,85.00000,89.00000,8.60000,8.60000,17.63000,11.61000,35.37073,85.26461,12.27333,76.33333,84.66667
45,2023/6/30 下午 02:06:04,34.76000,2.73000,-2.05000,74.00000,62.00000,60.00000,87.00000,79.00000,90.00000,7.74000,3.01000,9.89000,6.88000,34.86704,85.50929,11.81333,65.33333,85.33333
46,2023/6/30 下午 02:06:04,35.01000,1.43000,-2.56000,81.00000,83.00000,76.00000,89.00000,79.00000,92.00000,10.75000,12.04000,16.77000,13.18667,35.03919,87.66103,11.29333,80.00000,86.66667
47,2023/6/30 下午 02:06:04,35.08000,0.95000,-1.12000,78.00000,78.00000,78.00000,78.00000,80.00000,94.00000,9.46000,9.89000,17.63000,12.32667,35.09286,88.44875,11.63667,78.00000,84.00000
48,2023/6/30 下午 02:06:04,31.44000,3.23000,-1.12000,90.00000,83.00000,78.00000,88.00000,88.00000,94.00000,14.62000,12.04000,17.63000,14.76333,31.60548,84.13428,11.18333,83.66667,90.00000
49,2023/6/30 下午 02:06:04,31.61000,1.58000,-1.95000,91.00000,82.00000,77.00000,91.00000,93.00000,92.00000,15.05000,11.61000,17.20000,14.62000,31.64946,87.13850,10.41333,83.33333,92.00000
50,2023/6/30 下午 02:06:04,29.92000,2.86000,-1.47000,95.00000,89.00000,91.00000,92.00000,87.00000,93.00000,16.77000,14.62000,23.22000,18.20333,30.05638,84.53979,10.43667,91.66667,90.66667
51,2023/6/30 下午 02:06:05,29.42000,1.16000,-1.54000,110.00000,103.00000,104.00000,95.00000,95.00000,97.00000,23.22000,20.64000,28.81000,24.22333,29.44286,87.74206,9.68000,105.66667,95.66667
52,2023/6/30 下午 02:06:05,25.17000,3.34000,-1.52000,105.00000,102.00000,86.00000,89.00000,91.00000,95.00000,21.07000,20.21000,21.07000,20.78333,25.39064,82.44115,8.99667,97.66667,91.66667
