Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/6/30 上午 11:15:06,-33.83000,-0.57000,-3.40000,77.00000,78.00000,76.00000,79.00000,87.00000,95.00000,11.61000,12.47000,18.49000,14.19000,33.83480,269.03472,-12.60000,77.00000,87.00000
2,2023/6/30 上午 11:15:06,-31.55000,-2.30000,-2.89000,76.00000,75.00000,69.00000,79.00000,91.00000,95.00000,11.18000,11.18000,15.48000,12.61333,31.63372,265.83050,-12.24667,73.33333,88.33333
3,2023/6/30 上午 11:15:07,-31.87000,-3.00000,-2.13000,85.00000,85.00000,82.00000,85.00000,96.00000,96.00000,15.05000,15.48000,21.07000,17.20000,32.01089,264.62246,-12.33333,84.00000,92.33333
4,2023/6/30 上午 11:15:07,-34.11000,-1.21000,-1.62000,116.00000,114.00000,105.00000,92.00000,95.00000,97.00000,28.38000,27.95000,30.96000,29.09667,34.13146,267.96837,-12.31333,111.66667,94.66667
5,2023/6/30 上午 11:15:07,-33.40000,-2.85000,-1.67000,91.00000,91.00000,74.00000,78.00000,97.00000,94.00000,17.63000,18.06000,17.63000,17.77333,33.52137,265.12280,-12.64000,85.33333,89.66667
6,2023/6/30 上午 11:15:07,-33.63000,-3.25000,-2.31000,86.00000,92.00000,89.00000,81.00000,93.00000,97.00000,15.48000,18.49000,24.08000,19.35000,33.78667,264.48008,-13.06333,89.00000,90.33333
7,2023/6/30 上午 11:15:07,-33.73000,-2.53000,-3.43000,104.00000,96.00000,98.00000,86.00000,96.00000,98.00000,23.22000,20.21000,27.95000,23.79333,33.82475,265.71042,-13.23000,99.33333,93.33333
8,2023/6/30 上午 11:15:07,-24.82000,1.25000,-3.44000,65.00000,69.00000,54.00000,63.00000,89.00000,92.00000,6.45000,8.60000,9.03000,8.02667,24.85146,272.88313,-9.00333,62.66667,81.33333
9,2023/6/30 上午 11:15:07,-31.22000,0.59000,-4.97000,90.00000,90.00000,78.00000,81.00000,90.00000,94.00000,17.20000,17.63000,19.35000,18.06000,31.22558,271.08265,-11.86667,86.00000,88.33333
10,2023/6/30 上午 11:15:07,-31.14000,-2.57000,-5.85000,104.00000,97.00000,100.00000,82.00000,91.00000,96.00000,23.22000,20.64000,28.81000,24.22333,31.24587,265.28204,-13.18667,100.33333,89.66667
11,2023/6/30 上午 11:15:07,-33.08000,-0.05000,-5.18000,75.00000,69.00000,71.00000,60.00000,87.00000,96.00000,10.75000,8.60000,16.34000,11.89667,33.08004,269.91340,-12.77000,71.66667,81.00000
12,2023/6/30 上午 11:15:07,-31.57000,-1.77000,-4.56000,79.00000,80.00000,78.00000,78.00000,93.00000,97.00000,12.47000,13.33000,19.35000,15.05000,31.61958,266.79102,-12.63333,79.00000,89.33333
13,2023/6/30 上午 11:15:07,-29.25000,-0.22000,-3.62000,93.00000,90.00000,83.00000,80.00000,95.00000,97.00000,18.49000,17.63000,21.50000,19.20667,29.25083,269.56907,-11.03000,88.66667,90.66667
14,2023/6/30 上午 11:15:07,-26.69000,-2.40000,-3.25000,105.00000,101.00000,94.00000,88.00000,95.00000,97.00000,23.65000,22.36000,26.23000,24.08000,26.79769,264.86171,-10.78000,100.00000,93.33333
15,2023/6/30 上午 11:15:07,-26.16000,-0.84000,-3.88000,88.00000,88.00000,80.00000,84.00000,95.00000,97.00000,16.34000,16.77000,20.21000,17.77333,26.17348,268.16086,-10.29333,85.33333,92.00000
16,2023/6/30 上午 11:15:07,-27.34000,-0.04000,-3.18000,95.00000,93.00000,83.00000,88.00000,95.00000,96.00000,19.35000,18.92000,21.50000,19.92333,27.34003,269.91617,-10.18667,90.33333,93.00000
17,2023/6/30 上午 11:15:07,-25.93000,-1.56000,-3.38000,108.00000,103.00000,99.00000,87.00000,97.00000,98.00000,24.94000,23.22000,28.38000,25.51333,25.97688,266.55712,-10.29000,103.33333,94.00000
18,2023/6/30 上午 11:15:07,-25.80000,0.34000,-4.25000,118.00000,112.00000,113.00000,90.00000,97.00000,98.00000,29.24000,27.09000,34.40000,30.24333,25.80224,270.75502,-9.90333,114.33333,95.00000
19,2023/6/30 上午 11:15:07,-25.20000,0.74000,-4.31000,93.00000,92.00000,85.00000,79.00000,90.00000,97.00000,18.49000,18.49000,22.36000,19.78000,25.21086,271.68201,-9.59000,90.00000,88.66667
20,2023/6/30 上午 11:15:07,-22.42000,1.94000,-3.97000,81.00000,81.00000,86.00000,88.00000,96.00000,97.00000,13.33000,13.76000,22.79000,16.62667,22.50378,274.94548,-8.15000,82.66667,93.66667
21,2023/6/30 上午 11:15:07,-25.68000,2.39000,-4.36000,86.00000,86.00000,81.00000,83.00000,96.00000,98.00000,15.48000,15.91000,20.64000,17.34333,25.79098,275.31712,-9.21667,84.33333,92.33333
