y[m],u[m/s],v[m/s],vorticity[1/s]
39.190097463012,-28.53118534942367,-0.11463694851533333,13.004633153264331
38.937258125012,-29.11938742203633,-0.1363062773863333,12.157698657694334
38.684418786012,-29.635621028024,-0.15094159606766666,11.850494126918333
38.431579448012,-30.206138591600666,-0.151785531404,12.293969142867333
38.178740109012,-30.769157027498995,-0.136596113573,11.710550021169666
37.925900771012,-31.311188260481,-0.13200597846133333,10.947454392455334
37.673061432011,-31.808685046637667,-0.11867760723466665,9.794830076496
37.420222094012,-32.233478343795,-0.09786184331566666,9.063326050511668
37.167382756012,-32.64239490566067,-0.08909605643433334,8.836138943435667
36.914543417011,-33.044667257518,-0.07961225398266668,8.344486085037
36.661704079013,-33.411609814485665,-0.06515811605033334,7.317336659901334
36.408864740012,-33.708796145597006,-0.054254143847,6.708161906674333
36.156025402014,-34.02296014144633,-0.04462336385033334,6.713113947211333
35.90318606301,-34.32857693468933,-0.031230671688666667,6.434855318107666
35.650346725011,-34.619769449164004,-0.021717200241,5.8907878292283335
35.397507386012,-34.87077979368933,-0.024915548261333336,4.906607893305334
35.144668048014,-35.068831926825666,-0.025133653164666665,4.205161452951334
34.891828710014,-35.253344002839334,-0.02470311187266667,3.9276691316373333
34.638989371011,-35.430690053254004,-0.022507997553,3.859910958047333
34.386150033011,-35.603585015692,-0.01511318910733333,4.034651991638667
34.13331069401,-35.79650641697034,-0.0034036418343333353,4.48648370128
33.880471356014,-36.00931013572933,-0.0010550285816666681,4.418196305242334
33.627632017012,-36.18962044154534,-0.004400802994000003,3.679652382290667
33.374792679012,-36.33832876487966,-0.003528457247333338,3.472319704960667
33.12195334001,-36.50274193043433,0.003461298290666668,3.750151178148
32.869114002008,-36.670094648643,0.0021939019036666674,3.467546240338
32.616274664014,-36.80992039256233,0.0030007563596666648,2.996766692694667
32.363435325011,-36.931898007339996,0.004288176440000004,2.819111082992
32.110595987013,-37.060367076057,0.0007703616273333352,2.875110174628
31.85775664801,-37.189293354865,0.0017226378043333351,2.9951089901016665
31.604917310007,-37.32516504300333,0.0023615116239999964,3.07726781251
31.352077971014,-37.46162534397533,-0.004722683352666669,3.0300863715013335
31.09923863301,-37.59851281641367,-0.012486583922666668,2.9856950362183334
30.846399294014002,-37.72938233512466,-0.010297340490333337,2.747250383542333
30.59355995601,-37.845717017714,-0.004298303886333339,2.6167246341506667
30.340720618006,-37.968411534095665,-0.005499966142000004,2.8737687127239995
30.087881278013,-38.10125383711134,-0.005927579012333335,3.039994141023
29.835041938008,-38.23353356070833,-0.010368678037999993,2.9217807503676667
29.582202598014003,-38.354408437524995,-0.01620880714033333,2.702009857057
29.329363268013,-38.466402301795,-0.016163561580666667,2.6545339852333334
29.076523928009,-38.583989304816335,-0.013975204929333332,2.728154992798667
28.823684588014,-38.705082446804,-0.012719174963000004,2.714848797451
28.570845248009004,-38.81876444043067,-0.010839750394,2.549341559129
28.318005908009997,-38.92371785416534,-0.011162630819666668,2.4147422509116665
28.065166568013,-39.026735249464004,-0.015431488695333334,2.403814320709667
27.812327238011004,-39.132008713943,-0.017147542818666667,2.4499596440606664
27.559487898014,-39.241785175122665,-0.017596063915999997,2.514440962451
27.306648558009,-39.350343559074666,-0.01426354013,2.446083286232667
27.05380921801,-39.45037182703266,-0.008654870571999998,2.2388991969066665
26.800969878015,-39.542107847265,-0.004842259961999999,2.087592179179
26.548130538018,-39.628518120508,-0.0010128656696666665,2.0052326598463335
26.295291198012,-39.712372179896335,0.0045804464530000005,2.0222860160166665
26.042451868007003,-39.798647708164,0.012130205486333333,2.020639163021
25.789612528009,-39.881525678235334,0.017856720854000002,1.9505087005936665
25.536773188016998,-39.96198666121867,0.011007303430666665,1.9398228062913336
25.283933848019,-40.043247815135,0.0029451731656666667,1.9291772996250003
25.031094508013,-40.12115963299333,-0.002690136416666668,1.7829041672459998
24.778255168006,-40.19586553321201,-0.007285572979333334,1.6976044376993336
24.525415838009,-40.267462209234,-0.018477633685333335,1.5925608707043333
24.272576498019003,-40.329197277898,-0.023738010868,1.482812680406333
24.019737158013,-40.39441085897133,-0.023830606929999998,1.6273884148383333
23.766897818012996,-40.46863392702134,-0.02405901820533333,1.663251561549
23.514058478005996,-40.53865839779533,-0.028537071637666667,1.5936017163736667
23.261219138007004,-40.607913645097334,-0.036318650555,1.6028905489063334
23.008379798017,-40.673858959194,-0.039583447907666665,1.4636138477443332
22.755540468014,-40.732580476006326,-0.04284239176566667,1.3477044243946665
22.502701128014,-40.791575709760664,-0.045581874758999996,1.3051388233830001
22.249861788007,-40.843606816404666,-0.045666324507,1.2255227369063333
21.997022448006003,-40.89461117171633,-0.050570523225333334,1.1966054894653333
21.744183108019,-40.947292897953,-0.05835003197166667,1.230385284793
21.491343768018,-41.002236136151,-0.06673710110166668,1.2937403943063333
21.238504438015,-41.060879324777666,-0.07058206714566667,1.3231598923486667
20.985665098008,-41.11980403321066,-0.07274014327266667,1.2657147153843333
20.732825758005,-41.17577233286633,-0.07437842924766667,1.2798702580576666
20.47998641802,-41.232372750302666,-0.082042279434,1.2599187665553333
20.227147078019,-41.286496706794004,-0.08785622164466667,1.196762088632
19.974307738012,-41.339019167383334,-0.09002582735266668,1.1716945852760001
19.721468398005,-41.39155374380533,-0.09296383177399999,1.1494523283616667
19.468629068006,-41.44376751096933,-0.09242475877933333,1.1585425480143334
19.215789728021,-41.494968828928,-0.09167498278500001,1.1612050367693332
18.962950388019,-41.550843121458996,-0.09426599878466667,1.2236057487833334
