y[cm],u[cm/s],v[cm/s],vorticity[1/s]
39.725981027013,87.77797293938234,-0.6769684041163333,-77.48637924880933
39.472950152813,91.43945115796733,-0.597441477213,-75.18022962208165
39.219919278714,94.916945649417,-0.4739636542916667,-70.10322022878768
38.966888404413,97.74266427187366,-0.5911871679386667,-58.05973686154033
38.713857530413,100.195832812029,-0.694741781362,-49.70142448506133
38.460826656413,102.26513673724766,-0.778530563504,-45.21963679569867
38.207795782413,104.29292110494232,-0.8666755180203333,-41.144165564070335
37.954764907414,105.99694498009167,-0.9190982898613335,-32.790511054171
37.701734033414,107.23333146560667,-0.9355706888509999,-27.893886895985663
37.448703159414,108.458444800121,-0.9221628018053334,-29.595808309601335
37.195672285414,109.81690410293,-0.968876962594,-28.161733128293665
36.942641411413,110.93080811521065,-0.9936243060876667,-24.161229598776004
36.689610537413,111.91701457481433,-1.0015042611749998,-25.217503566297
36.436579663412,113.11838558699333,-0.9947368645786666,-24.010100147879
36.183548788412,114.03309438398833,-0.9940871989080001,-18.381450054905667
35.930517914413,114.71978002044166,-0.9979357270193333,-15.637613709918334
35.677487040412,115.38549030936433,-0.9869019190906666,-16.076895731347665
35.424456166412,116.12822183262601,-0.9733593854333334,-16.371837941574668
35.171425292411,116.83413802700234,-0.941086944538,-15.345128024582332
34.918394418411,117.47800646295968,-0.92832796187,-14.133369814431333
34.665363543415,118.07059595168367,-0.9285127150336666,-14.2936840303
34.412332669414,118.71134096551701,-0.921706589821,-15.677926751938665
34.159301795413,119.42390041811599,-0.8919083216506666,-15.090735325685666
33.906270921412,120.02310915101434,-0.8539606788096666,-12.645795276514
33.653240047413,120.51035057073568,-0.8172402680813332,-11.383898363841666
33.400209173412,120.99306217166468,-0.7914641024266666,-11.172781270717001
33.147178298411,121.460634375008,-0.7758146937746666,-10.777262186794667
32.89414742441,121.91197456158534,-0.7680400937423334,-10.408234999227666
32.641116550416,122.34273985275466,-0.751078035964,-9.949328856723334
32.388085676416,122.76386454811568,-0.7189044319969998,-9.580401645681333
32.135054802416,123.158688109595,-0.6725190577700001,-8.688371352522
31.882023928416,123.50588802815999,-0.6515469650643333,-7.466303101952666
31.628993053416,123.80928027678367,-0.6326069548636667,-7.080941037750667
31.375962179415,124.12713105603734,-0.6153475223483333,-6.708391661882668
31.122931305415005,124.39298693813066,-0.5993019563916667,-6.787310430421333
30.869900431415,124.71987022434968,-0.5683763301296666,-9.200992008683667
30.616869557417,125.19122442387435,-0.519053989155,-11.611634987686665
30.363838683417,125.74053165700866,-0.487997982234,-12.051406555325334
30.110807806415995,126.25146369783101,-0.4850469782806666,-11.266705622199666
29.857776936416,126.73543425483734,-0.48470800753033333,-10.749926711903
29.604746056414,127.209115878249,-0.48617087451666663,-9.992241276919334
29.351715186415003,127.62492562658099,-0.48230073559966663,-9.310736593782332
29.098684316415,128.026002172856,-0.47226700322000004,-8.308839179947334
28.845653436413,128.35715196995,-0.4625564475713333,-7.113094869803999
28.592622566413997,128.656238671878,-0.4412430825413333,-7.078470741413
28.339591686411,128.97271381545033,-0.4172427579623334,-6.784647217374999
28.086560816412,129.25405006796032,-0.39543319064466664,-6.2918382254416665
27.833529946413005,129.535538005667,-0.37908778845700003,-7.532126309059667
27.580499066411004,129.925567475642,-0.37931663412299993,-8.795021007771666
27.327468196411,130.32535135052134,-0.3791589494596666,-8.860528019025
27.074437316409,130.7196566571653,-0.3617013407643333,-7.658031998035334
26.82140644641,131.006820565286,-0.34400952840166665,-5.858755309239332
26.568375566409,131.23512263326,-0.3376886271786667,-5.507251939518667
26.315344696410005,131.48926545775032,-0.34071146915433337,-6.160504050277001
26.062313826409,131.77242240222836,-0.31920605170633337,-6.659354478371334
25.809282946408,132.0757677708743,-0.30600434892966666,-7.2808897004606665
25.556252076409,132.41086556376135,-0.2978106711663333,-7.069364426691667
25.303221196406998,132.70604938262568,-0.2891474467076667,-6.302217241364333
25.050190326408,132.97120218270467,-0.27703626464233333,-5.538911050615333
24.797159456408,133.19284282971367,-0.26347572382766665,-4.713177484980666
24.544128576413,133.39438174037866,-0.276946235775,-4.833375754188666
24.291097706407,133.63069987327833,-0.2863835176916667,-5.596868773324334
24.038066826411,133.896405944887,-0.2942579568476667,-5.851106009153
