Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/2/7 下午 03:06:58,-70.29000,-3.34000,-4.82000,71.00000,66.00000,63.00000,80.00000,89.00000,93.00000,13.33000,10.75000,15.05000,13.04333,70.36931,267.27950,-26.15000,66.66667,87.33333
2,2023/2/7 下午 03:06:58,-70.03000,-1.13000,-4.37000,72.00000,75.00000,75.00000,78.00000,94.00000,96.00000,13.76000,14.62000,20.21000,16.19667,70.03911,269.07556,-25.17667,74.00000,89.33333
3,2023/2/7 下午 03:06:58,-69.15000,-0.13000,-4.44000,68.00000,68.00000,61.00000,77.00000,96.00000,92.00000,12.04000,11.61000,14.19000,12.61333,69.15012,269.89229,-24.57333,65.66667,88.33333
4,2023/2/7 下午 03:06:58,-66.51000,-0.98000,-4.26000,74.00000,73.00000,63.00000,81.00000,87.00000,92.00000,14.62000,13.76000,15.05000,14.47667,66.51722,269.15583,-23.91667,70.00000,86.66667
5,2023/2/7 下午 03:06:58,-67.56000,0.47000,-3.88000,75.00000,78.00000,77.00000,73.00000,85.00000,93.00000,15.05000,15.91000,21.07000,17.34333,67.56163,270.39859,-23.65667,76.66667,83.66667
6,2023/2/7 下午 03:06:58,-68.80000,1.82000,-2.01000,71.00000,78.00000,59.00000,77.00000,89.00000,91.00000,13.33000,15.91000,13.33000,14.19000,68.82407,271.51532,-22.99667,69.33333,85.66667
7,2023/2/7 下午 03:06:58,-66.04000,0.92000,-1.65000,69.00000,72.00000,67.00000,75.00000,87.00000,91.00000,12.47000,13.33000,16.77000,14.19000,66.04641,270.79813,-22.25667,69.33333,84.33333
8,2023/2/7 下午 03:06:58,-64.78000,-1.56000,0.18000,64.00000,69.00000,58.00000,68.00000,79.00000,85.00000,10.32000,12.04000,12.90000,11.75333,64.79878,268.62050,-22.05333,63.66667,77.33333
9,2023/2/7 下午 03:06:58,-65.89000,1.12000,-2.05000,72.00000,78.00000,65.00000,81.00000,91.00000,91.00000,13.76000,15.91000,15.91000,15.19333,65.89952,270.97382,-22.27333,71.66667,87.66667
10,2023/2/7 下午 03:06:58,-63.12000,-1.90000,-2.25000,76.00000,78.00000,77.00000,80.00000,93.00000,94.00000,15.48000,15.91000,21.07000,17.48667,63.14859,268.27584,-22.42333,77.00000,89.00000
