Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/2/7 下午 03:04:30,-32.23000,2.05000,-6.47000,66.00000,66.00000,61.00000,76.00000,94.00000,98.00000,6.88000,6.45000,12.47000,8.60000,32.29513,273.63941,-12.21667,64.33333,89.33333
2,2023/2/7 下午 03:04:30,-32.71000,2.55000,-5.51000,76.00000,73.00000,58.00000,85.00000,94.00000,96.00000,11.18000,9.46000,11.18000,10.60667,32.80925,274.45764,-11.89000,69.00000,91.66667
3,2023/2/7 下午 03:04:30,-29.06000,5.02000,-5.21000,55.00000,63.00000,59.00000,82.00000,94.00000,95.00000,2.15000,5.16000,11.61000,6.30667,29.49041,279.80089,-9.75000,59.00000,90.33333
4,2023/2/7 下午 03:04:30,-29.75000,4.21000,-4.04000,79.00000,72.00000,58.00000,88.00000,94.00000,97.00000,12.47000,9.03000,11.18000,10.89333,30.04641,278.05459,-9.86000,69.66667,93.00000
5,2023/2/7 下午 03:04:30,-28.10000,6.12000,-3.58000,57.00000,62.00000,50.00000,82.00000,89.00000,96.00000,3.01000,4.73000,7.74000,5.16000,28.75873,282.28678,-8.52000,56.33333,89.00000
6,2023/2/7 下午 03:04:30,-27.37000,6.90000,-2.66000,77.00000,77.00000,70.00000,86.00000,94.00000,97.00000,11.61000,11.18000,16.34000,13.04333,28.22635,284.14948,-7.71000,74.66667,92.33333
7,2023/2/7 下午 03:04:30,-25.91000,3.42000,-5.17000,60.00000,65.00000,57.00000,76.00000,92.00000,95.00000,4.30000,6.02000,10.75000,7.02333,26.13474,277.51931,-9.22000,60.66667,87.66667
8,2023/2/7 下午 03:04:30,-26.15000,4.15000,-5.57000,68.00000,68.00000,71.00000,80.00000,94.00000,94.00000,7.74000,7.31000,16.77000,10.60667,26.47725,279.01763,-9.19000,69.00000,89.33333
9,2023/2/7 下午 03:04:30,-26.34000,3.36000,-5.17000,65.00000,92.00000,72.00000,83.00000,96.00000,97.00000,6.45000,17.63000,17.20000,13.76000,26.55344,277.26954,-9.38333,76.33333,92.00000
10,2023/2/7 下午 03:04:30,-27.23000,6.98000,-4.63000,69.00000,61.00000,62.00000,86.00000,88.00000,96.00000,8.17000,4.30000,12.90000,8.45667,28.11038,284.37734,-8.29333,64.00000,90.00000
11,2023/2/7 下午 03:04:30,-25.00000,2.31000,-4.56000,73.00000,76.00000,63.00000,83.00000,88.00000,95.00000,9.89000,10.75000,13.33000,11.32333,25.10650,275.27914,-9.08333,70.66667,88.66667
12,2023/2/7 下午 03:04:30,-25.49000,2.74000,-4.00000,70.00000,64.00000,56.00000,88.00000,89.00000,90.00000,8.60000,5.59000,10.32000,8.17000,25.63684,276.13534,-8.91667,63.33333,89.00000
13,2023/2/7 下午 03:04:30,-25.56000,3.33000,-3.74000,87.00000,88.00000,89.00000,95.00000,97.00000,99.00000,15.91000,15.91000,24.51000,18.77667,25.77601,277.42278,-8.65667,88.00000,97.00000
14,2023/2/7 下午 03:04:30,-24.29000,2.24000,-4.22000,77.00000,73.00000,67.00000,88.00000,94.00000,97.00000,11.61000,9.46000,15.05000,12.04000,24.39307,275.26886,-8.75667,72.33333,93.00000
15,2023/2/7 下午 03:04:30,-19.26000,5.47000,-4.57000,70.00000,66.00000,54.00000,88.00000,93.00000,95.00000,8.60000,6.45000,9.46000,8.17000,20.02170,285.85499,-6.12000,63.33333,92.00000
16,2023/2/7 下午 03:04:30,-19.17000,3.04000,-4.44000,69.00000,80.00000,64.00000,87.00000,97.00000,95.00000,8.17000,12.47000,13.76000,11.46667,19.40955,279.01099,-6.85667,71.00000,93.00000
17,2023/2/7 下午 03:04:30,-20.47000,3.49000,-5.08000,71.00000,76.00000,63.00000,89.00000,96.00000,94.00000,9.03000,10.75000,13.33000,11.03667,20.76538,279.67552,-7.35333,70.00000,93.00000
