T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
12,0,130779,271,5903,1942,8491,8034,0,-1.240998952,-0.679999426,-0.08299993,-0.267999774,0.387999672
12,0,110000,0,0,0,2000,2000,0,-3.14159,-3.14159,-3.14159,-3.14159,-3.14159
12,0,130000,2000,5000,2000,5000,5000,0,0,0,0,0,0
12,0,150000,5000,10000,5000,15000,15000,0,3.15159,3.15159,3.15159,3.15159,3.15159
