T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
12.000,4799.094,161870.264,56064.670,8717.210,5778.617,1589.656,1694.180,0.000,-2.792,-0.393,2.781,-0.978,0.666,
