T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
12,0,170383,145,8999,879,8193,6227,0,1.539998699,-0.52099956,1.434998788,0.499999578,-0.052999955
12,0,150000,0,0,0,2000,2000,0,-3.14159,-3.14159,-3.14159,-3.14159,-3.14159
12,0,170000,2000,10000,2000,5000,5000,0,0,0,0,0,0
12,0,190000,5000,20000,5000,15000,15000,0,3.15159,3.15159,3.15159,3.15159,3.15159
