T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
6.000,0.000,234527.941,131293.610,12831.593,9135.347,4434.514,2300.979,0.000,-1.088,-0.508,-1.694,-2.372,1.795,
