T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
6.000,0.000,259287.280,49.258,18586.025,1576.000,6773.676,4617.515,0.000,1.281,-0.480,0.572,2.373,1.331,
