T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
9.000,1353.014,119480.189,36166.518,3592.057,1412.774,1779.984,1193.353,0.000,-2.105,0.894,-2.329,-0.082,0.135,
