T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
6,0,92842,436,3347,1563,4684,6064,0,-0.618,-0.786,-0.741,0.654,-0.843
6,0,80000,0,0,0,0,0,0,-3.14159,-1.5,-3.14159,-3.14159,-3.14159
6,0,90000,3000,4000,4000,4000,4000,0,0,-0.5,0,0,0
6,0,120000,6000,10000,10000,10000,10000,0,3.15159,0.5,3.15159,3.15159,3.15159
