T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
6,0,83723,55222,2050,3035,7344,5293,0,-1.225,-0.882,-2.041,-0.766,1.657
6,0,54000,36000,0,0,0,0,0,0,-3.14159,-3.14159,-3.14159,-3.14159
6,0,80000,50000,5000,5000,5000,5000,0,-1.5,0,0,0,0
6,0,100000,70000,10000,10000,15000,15000,0,-3.14159,3.15159,3.15159,3.15159,3.15159
