f,T0,oa0,oa1,oa2,oa3,oa4,oa5,oa6,ob1,ob2,ob3,ob4,ob5,ob6
T12_sin_U020_Probe_1_(A1128).csv,12,-0.018862886,18.99347204,0.252262517,0.133838395,0.120266386,0.185373492,0.094298122,0,1.113441063,4.673880885,3.848481606,5.888822708,1.435517549
T12_sin_U040_Probe_1_(A1128).csv,12,0.36845524,38.10728381,0.69757219,1.47368764,0.317605318,1.258413708,1.494671596,0,2.308702974,0.51378646,2.372545383,4.870459961,5.513404848
T12_sin_U060_Probe_1_(A1128).csv,12,-0.623301157,55.84863449,0.279451919,3.179912139,0.587629303,0.089025608,0.193038107,0,2.227354497,0.643670389,4.067287835,4.350155328,6.08233838
T12_sin_U080_Probe_1_(A1128).csv,12,-0.382566969,76.29286225,0.675338937,5.323649685,0.559489814,1.493557766,1.023516085,0,1.943436241,0.783860559,2.49032703,3.898248413,5.749250591
T12_sin_U100_Probe_1_(A1128).csv,12,-1.226159018,96.49026669,0.196241278,6.433121052,0.792155651,1.543046144,1.560900278,0,3.448751962,0.842070659,4.636426603,4.363065785,4.882174834
T12_sin_U120_Probe_1_(A1128).csv,12,-0.246372456,109.118946,1.3403208,9.572061327,0.978166872,2.453992869,2.196182209,0,2.181007091,0.843631753,3.389637559,2.838534546,4.424789332
T12_sin_U140_Probe_1_(A1128).csv,12,-0.792226684,134.0011449,1.284965648,13.06524891,0.732128846,2.188355515,1.132401871,0,1.39547919,0.796720359,3.003497236,2.359653984,3.534398829
T12_sin_U160_Probe_1_(A1128).csv,12,0.521236796,151.6732902,3.192881902,16.30553471,2.041656188,4.264169963,1.373202062,0,1.490817966,0.851452132,2.866087687,1.92160152,3.881800742
