y[cm],u[cm/s],v[cm/s],vorticity[1/s]
39.411093136989,145.77138966357165,-3.206890783026667,-139.81754520833235
39.139292492988,152.508506765659,-1.904090813479,-126.10144016149167
38.867491848987,158.53322136019997,-1.1687543078100002,-92.72853213146432
38.595691204987,161.761948608039,-1.3471306700733334,-66.77158386337966
38.323890560988,165.03198129831034,-1.5085926777766667,-67.62684353126532
38.05208991699,168.325728746685,-1.586292375168,-68.30493214961366
37.78028927299,171.702936219093,-1.689136099676,-60.180442070595326
37.508488628986,174.221102041867,-1.7715567570276667,-47.64855311512833
37.236687984987,176.38799760529932,-1.8080378778156667,-43.478988372940336
36.964887340988,178.55768360981634,-1.8436324336416667,-40.90659676063134
36.693086696988,180.469723240927,-1.9025931781123333,-33.739115993635004
36.42128605199,181.89242082017566,-1.9635576362893332,-26.619086178094005
36.149485407985,183.076421798714,-2.041747906076,-25.489627253290333
35.877684763989,184.35358232525434,-2.110721184575333,-24.97219700625
35.605884119988,185.49015586406668,-2.106895002797333,-23.78432640521167
35.334083475986,186.612438202136,-2.0618568935310004,-24.698884369385667
35.062282831991,187.828665952462,-2.007761088654,-23.695213548610667
34.790482187985,188.91114123741465,-1.9641195441553334,-23.064063935457337
34.518681543991,190.07968623381268,-1.9350666819403333,-25.464463086042667
34.246880899988,191.36688596450998,-1.8943658239116665,-25.756951485600997
33.975080255985,192.52583461454466,-1.853381998725,-21.039981742553667
33.703279611991,193.381182474319,-1.8301991877816668,-18.397266707180666
33.431478967985,194.27436764145702,-1.8029070599306667,-19.872152801429333
33.159678322991,195.28214788073265,-1.7253091821039999,-19.590853876719667
32.887877678987,196.12635042451032,-1.6203188667760002,-17.241812303695998
32.616077034984,196.91597130397403,-1.5662899996216666,-18.244455633051
32.344276393992,197.85961582815233,-1.559307047831,-19.93987822626133
32.072475743986,198.80174489285034,-1.522890972493,-20.866833896623334
31.800675103991,199.85615006361095,-1.4030264534436665,-20.32394541710133
