T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
6.000,0.000,191990.858,107430.001,9428.635,6720.174,3576.568,3248.945,0.000,-1.145,-0.611,-1.868,2.340,1.331,
