Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/2/7 下午 02:02:50,204.69999,4.14000,-14.22000,104.00000,100.00000,96.00000,56.00000,58.00000,66.00000,22.36000,20.21000,26.66000,23.07667,204.74185,88.84137,64.87333,100.00000,60.00000
2,2023/2/7 下午 02:02:50,201.67999,-3.74000,-3.92000,99.00000,100.00000,97.00000,77.00000,70.00000,81.00000,20.21000,20.21000,27.09000,22.50333,201.71467,91.06238,64.67333,98.66667,76.00000
3,2023/2/7 下午 02:02:50,206.64001,10.96000,1.36000,95.00000,99.00000,85.00000,72.00000,76.00000,80.00000,18.49000,19.78000,21.93000,20.06667,206.93046,86.96393,72.98667,93.00000,76.00000
4,2023/2/7 下午 02:02:50,216.54000,11.62000,7.10000,103.00000,107.00000,103.00000,78.00000,84.00000,91.00000,21.93000,23.22000,29.67000,24.94000,216.85156,86.92833,78.42000,104.33333,84.33333
5,2023/2/7 下午 02:02:50,216.54000,5.46000,3.56000,101.00000,100.00000,90.00000,81.00000,78.00000,84.00000,21.07000,20.21000,24.08000,21.78667,216.60883,88.55561,75.18667,97.00000,81.00000
6,2023/2/7 下午 02:02:50,207.99999,13.92000,-2.04000,99.00000,100.00000,95.00000,76.00000,72.00000,75.00000,20.21000,20.21000,26.23000,22.21667,208.46526,86.17130,73.29333,98.00000,74.33333
7,2023/2/7 下午 02:02:50,213.96000,18.18000,-20.74000,104.00000,109.00000,99.00000,72.00000,71.00000,85.00000,22.36000,24.08000,27.95000,24.79667,214.73098,85.14329,70.46667,104.00000,76.00000
8,2023/2/7 下午 02:02:50,203.44000,2.64000,-13.16000,110.00000,113.00000,108.00000,77.00000,75.00000,77.00000,24.94000,25.80000,31.82000,27.52000,203.45713,89.25653,64.30667,110.33333,76.33333
9,2023/2/7 下午 02:02:50,202.58000,1.04000,-3.60000,106.00000,111.00000,112.00000,63.00000,66.00000,77.00000,23.22000,24.94000,33.54000,27.23333,202.58267,89.70586,66.67333,109.66667,68.66667
10,2023/2/7 下午 02:02:50,215.31999,9.68000,6.14000,99.00000,103.00000,89.00000,84.00000,84.00000,84.00000,20.21000,21.50000,23.65000,21.78667,215.53747,87.42592,77.04666,97.00000,84.00000
11,2023/2/7 下午 02:02:50,234.08000,8.00000,3.52000,101.00000,106.00000,99.00000,69.00000,81.00000,82.00000,21.07000,22.79000,27.95000,23.93667,234.21667,88.04260,81.86667,102.00000,77.33333
12,2023/2/7 下午 02:02:50,228.14000,10.56000,-2.34000,98.00000,105.00000,100.00000,74.00000,74.00000,82.00000,19.78000,22.36000,28.38000,23.50667,228.38426,87.34982,78.78667,101.00000,76.66667
