Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/2/7 下午 01:42:47,76.82000,0.65000,-0.43000,89.00000,90.00000,88.00000,71.00000,84.00000,87.00000,16.34000,16.77000,22.79000,18.63333,76.82275,89.51521,25.68000,89.00000,80.66667
2,2023/2/7 下午 01:42:47,76.61000,-0.65000,-0.04000,77.00000,73.00000,71.00000,78.00000,87.00000,88.00000,11.18000,9.46000,15.48000,12.04000,76.61276,90.48612,25.30667,73.66667,84.33333
3,2023/2/7 下午 01:42:47,79.19000,1.27000,1.13000,86.00000,86.00000,79.00000,83.00000,88.00000,85.00000,15.05000,15.05000,18.92000,16.34000,79.20018,89.08120,27.19667,83.66667,85.33333
4,2023/2/7 下午 01:42:47,80.87000,1.45000,2.00000,66.00000,62.00000,58.00000,82.00000,85.00000,87.00000,6.45000,4.73000,9.89000,7.02333,80.88300,88.97280,28.10667,62.00000,84.66667
5,2023/2/7 下午 01:42:47,82.76000,5.11000,0.66000,68.00000,63.00000,63.00000,73.00000,84.00000,90.00000,7.31000,5.16000,12.04000,8.17000,82.91761,86.46677,29.51000,64.66667,82.33333
6,2023/2/7 下午 01:42:47,77.94000,5.45000,-0.48000,63.00000,63.00000,49.00000,68.00000,81.00000,81.00000,5.16000,5.16000,6.02000,5.44667,78.13031,86.00007,27.63667,58.33333,76.66667
7,2023/2/7 下午 01:42:47,78.65000,0.84000,-2.99000,78.00000,73.00000,60.00000,83.00000,78.00000,86.00000,11.61000,9.46000,10.75000,10.60667,78.65448,89.38809,25.50000,70.33333,82.33333
8,2023/2/7 下午 01:42:47,77.92000,-3.88000,-4.32000,74.00000,70.00000,68.00000,73.00000,75.00000,78.00000,9.89000,8.17000,14.19000,10.75000,78.01654,92.85067,23.24000,70.66667,75.33333
9,2023/2/7 下午 01:42:47,72.96000,1.83000,-3.20000,78.00000,69.00000,64.00000,76.00000,89.00000,88.00000,11.61000,7.74000,12.47000,10.60667,72.98295,88.56319,23.86333,70.33333,84.33333
10,2023/2/7 下午 01:42:47,75.18000,5.61000,-0.11000,77.00000,75.00000,69.00000,64.00000,83.00000,82.00000,11.18000,10.32000,14.62000,12.04000,75.38902,85.73245,26.89333,73.66667,76.33333
11,2023/2/7 下午 01:42:47,78.31000,5.20000,1.64000,65.00000,72.00000,69.00000,62.00000,86.00000,87.00000,6.02000,9.03000,14.62000,9.89000,78.48246,86.20098,28.38333,68.66667,78.33333
12,2023/2/7 下午 01:42:47,79.18000,3.61000,-0.15000,85.00000,77.00000,72.00000,78.00000,90.00000,87.00000,14.62000,11.18000,15.91000,13.90333,79.26225,87.38956,27.54667,78.00000,85.00000
13,2023/2/7 下午 01:42:47,74.78000,4.29000,-0.74000,80.00000,74.00000,67.00000,79.00000,81.00000,78.00000,12.47000,9.89000,13.76000,12.04000,74.90295,86.71664,26.11000,73.66667,79.33333
14,2023/2/7 下午 01:42:47,79.40000,4.69000,-0.43000,66.00000,68.00000,64.00000,45.00000,77.00000,87.00000,6.45000,7.31000,12.47000,8.74333,79.53840,86.61958,27.88667,66.00000,69.66667
15,2023/2/7 下午 01:42:47,74.67000,3.75000,1.46000,65.00000,75.00000,69.00000,76.00000,88.00000,91.00000,6.02000,10.32000,14.62000,10.32000,74.76410,87.12497,26.62667,69.66667,85.00000
16,2023/2/7 下午 01:42:47,79.74000,3.54000,4.24000,61.00000,65.00000,61.00000,67.00000,92.00000,93.00000,4.30000,6.02000,11.18000,7.16667,79.81854,87.45806,29.17333,62.33333,84.00000
17,2023/2/7 下午 01:42:47,69.74000,2.08000,1.30000,61.00000,65.00000,54.00000,70.00000,82.00000,84.00000,4.30000,6.02000,8.17000,6.16333,69.77101,88.29166,24.37333,60.00000,78.66667
18,2023/2/7 下午 01:42:47,73.77000,-2.55000,-1.52000,72.00000,76.00000,67.00000,75.00000,80.00000,79.00000,9.03000,10.75000,13.76000,11.18000,73.81406,91.97975,23.23333,71.66667,78.00000
19,2023/2/7 下午 01:42:47,74.44000,-0.40000,-1.06000,69.00000,66.00000,58.00000,63.00000,80.00000,81.00000,7.74000,6.45000,9.89000,8.02667,74.44108,90.30787,24.32667,64.33333,74.66667
20,2023/2/7 下午 01:42:47,73.41000,-0.85000,-2.90000,85.00000,79.00000,73.00000,85.00000,81.00000,84.00000,14.62000,12.04000,16.34000,14.33333,73.41492,90.66339,23.22000,79.00000,83.33333
21,2023/2/7 下午 01:42:47,68.53000,1.71000,-3.75000,65.00000,69.00000,69.00000,79.00000,69.00000,83.00000,6.02000,7.74000,14.62000,9.46000,68.55133,88.57062,22.16333,67.66667,77.00000
22,2023/2/7 下午 01:42:47,64.44000,2.60000,-4.61000,59.00000,64.00000,55.00000,76.00000,67.00000,79.00000,3.44000,5.59000,8.60000,5.87667,64.49243,87.68951,20.81000,59.33333,74.00000
23,2023/2/7 下午 01:42:47,73.38000,3.13000,-3.83000,81.00000,82.00000,75.00000,76.00000,83.00000,86.00000,12.90000,13.33000,17.20000,14.47667,73.44672,87.55755,24.22667,79.33333,81.66667
24,2023/2/7 下午 01:42:47,76.29000,6.75000,-5.76000,75.00000,85.00000,74.00000,70.00000,90.00000,81.00000,10.32000,14.62000,16.77000,13.90333,76.58803,84.94374,25.76000,78.00000,80.33333
25,2023/2/7 下午 01:42:47,69.44000,9.47000,-5.39000,64.00000,68.00000,59.00000,62.00000,60.00000,68.00000,5.59000,7.31000,10.32000,7.74000,70.08277,82.23410,24.50667,63.66667,63.33333
26,2023/2/7 下午 01:42:47,82.13000,5.87000,0.18000,72.00000,79.00000,73.00000,72.00000,86.00000,89.00000,9.03000,12.04000,16.34000,12.47000,82.33951,85.91190,29.39333,74.66667,82.33333
27,2023/2/7 下午 01:42:47,77.00000,7.51000,2.06000,91.00000,90.00000,82.00000,74.00000,79.00000,88.00000,17.20000,16.77000,20.21000,18.06000,77.36537,84.42942,28.85667,87.66667,80.33333
28,2023/2/7 下午 01:42:47,80.65000,6.84000,2.43000,73.00000,76.00000,68.00000,75.00000,88.00000,86.00000,9.46000,10.75000,14.19000,11.46667,80.93954,85.15229,29.97333,72.33333,83.00000
29,2023/2/7 下午 01:42:47,84.51000,11.60000,4.99000,75.00000,72.00000,65.00000,74.00000,94.00000,92.00000,10.32000,9.03000,12.90000,10.75000,85.30240,82.18432,33.70000,70.66667,86.66667
30,2023/2/7 下午 01:42:47,67.04000,6.54000,-0.05000,65.00000,60.00000,53.00000,58.00000,64.00000,79.00000,6.02000,3.87000,7.74000,5.87667,67.35825,84.42822,24.51000,59.33333,67.00000
31,2023/2/7 下午 01:42:47,72.44000,0.59000,-6.07000,68.00000,70.00000,64.00000,82.00000,67.00000,85.00000,7.31000,8.17000,12.47000,9.31667,72.44240,89.53335,22.32000,67.33333,78.00000
32,2023/2/7 下午 01:42:47,71.65000,0.04000,-8.36000,75.00000,79.00000,65.00000,84.00000,79.00000,80.00000,10.32000,12.04000,12.90000,11.75333,71.65001,89.96801,21.11000,73.00000,81.00000
33,2023/2/7 下午 01:42:47,68.30000,5.49000,-5.89000,69.00000,69.00000,61.00000,75.00000,76.00000,68.00000,7.74000,7.74000,11.18000,8.88667,68.52029,85.40441,22.63333,66.33333,73.00000
34,2023/2/7 下午 01:42:47,72.35000,6.90000,-1.80000,80.00000,76.00000,70.00000,85.00000,82.00000,85.00000,12.47000,10.75000,15.05000,12.75667,72.67828,84.55219,25.81667,75.33333,84.00000
35,2023/2/7 下午 01:42:47,68.79000,4.71000,-3.73000,84.00000,78.00000,70.00000,87.00000,75.00000,85.00000,14.19000,11.61000,15.05000,13.61667,68.95106,86.08311,23.25667,77.33333,82.33333
36,2023/2/7 下午 01:42:47,70.00000,4.39000,-3.44000,73.00000,72.00000,70.00000,82.00000,78.00000,78.00000,9.46000,9.03000,15.05000,11.18000,70.13752,86.41144,23.65000,71.66667,79.33333
37,2023/2/7 下午 01:42:47,71.01000,7.04000,-1.82000,76.00000,77.00000,66.00000,77.00000,82.00000,92.00000,10.75000,11.18000,13.33000,11.75333,71.35812,84.33814,25.41000,73.00000,83.66667
38,2023/2/7 下午 01:42:47,78.76000,4.57000,3.49000,64.00000,72.00000,61.00000,68.00000,88.00000,91.00000,5.59000,9.03000,11.18000,8.60000,78.89247,86.67917,28.94000,65.66667,82.33333
