Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/2/7 下午 01:39:46,33.06000,0.98000,-2.37000,67.00000,69.00000,63.00000,82.00000,69.00000,89.00000,10.75000,11.18000,14.62000,12.18333,33.07452,88.30207,10.55667,66.33333,80.00000
2,2023/2/7 下午 01:39:46,30.99000,-1.25000,-2.45000,57.00000,65.00000,48.00000,86.00000,79.00000,69.00000,6.45000,9.46000,8.17000,8.02667,31.01520,92.30981,9.09667,56.66667,78.00000
3,2023/2/7 下午 01:39:46,29.45000,0.72000,-3.07000,55.00000,63.00000,53.00000,73.00000,40.00000,52.00000,5.59000,8.60000,10.32000,8.17000,29.45880,88.59950,9.03333,57.00000,55.00000
4,2023/2/7 下午 01:39:46,35.12000,0.82000,-1.85000,88.00000,86.00000,79.00000,80.00000,73.00000,77.00000,19.78000,18.49000,21.50000,19.92333,35.12957,88.66247,11.36333,84.33333,76.66667
5,2023/2/7 下午 01:39:46,34.30000,0.04000,-2.76000,71.00000,63.00000,62.00000,75.00000,71.00000,78.00000,12.47000,8.60000,14.19000,11.75333,34.30002,89.93318,10.52667,65.33333,74.66667
6,2023/2/7 下午 01:39:46,32.38000,1.10000,-2.27000,88.00000,81.00000,84.00000,82.00000,91.00000,90.00000,19.78000,16.34000,23.65000,19.92333,32.39868,88.05432,10.40333,84.33333,87.66667
7,2023/2/7 下午 01:39:46,31.99000,5.16000,-1.82000,54.00000,56.00000,45.00000,74.00000,72.00000,73.00000,5.16000,5.59000,6.88000,5.87667,32.40348,80.83709,11.77667,51.66667,73.00000
8,2023/2/7 下午 01:39:46,33.32000,5.36000,-3.77000,61.00000,61.00000,50.00000,78.00000,62.00000,75.00000,8.17000,7.74000,9.03000,8.31333,33.74836,80.86144,11.63667,57.33333,71.66667
9,2023/2/7 下午 01:39:46,36.02000,3.72000,-2.07000,86.00000,76.00000,79.00000,73.00000,78.00000,83.00000,18.92000,14.19000,21.50000,18.20333,36.21158,84.10363,12.55667,80.33333,78.00000
10,2023/2/7 下午 01:39:46,34.63000,3.73000,-0.81000,66.00000,76.00000,59.00000,80.00000,77.00000,84.00000,10.32000,14.19000,12.90000,12.47000,34.83030,83.85237,12.51667,67.00000,80.33333
11,2023/2/7 下午 01:39:46,36.60000,3.39000,-2.29000,82.00000,83.00000,70.00000,77.00000,78.00000,82.00000,17.20000,17.20000,17.63000,17.34333,36.75666,84.70819,12.56667,78.33333,79.00000
12,2023/2/7 下午 01:39:46,32.44000,7.21000,-2.88000,55.00000,67.00000,49.00000,67.00000,81.00000,82.00000,5.59000,10.32000,8.60000,8.17000,33.23158,77.46932,12.25667,57.00000,76.66667
13,2023/2/7 下午 01:39:46,33.46000,4.78000,-1.84000,60.00000,54.00000,50.00000,65.00000,82.00000,86.00000,7.74000,4.73000,9.03000,7.16667,33.79970,81.86990,12.13333,54.66667,77.66667
14,2023/2/7 下午 01:39:46,37.51000,6.89000,0.94000,80.00000,81.00000,91.00000,68.00000,86.00000,88.00000,16.34000,16.34000,26.66000,19.78000,38.13754,79.59169,15.11333,84.00000,80.66667
