Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/2/7 下午 02:26:03,158.58001,-1.26000,0.20000,88.00000,90.00000,86.00000,73.00000,76.00000,87.00000,20.64000,21.07000,24.94000,22.21667,158.58501,90.45523,52.50667,88.00000,78.66667
2,2023/2/7 下午 02:26:03,151.84000,-11.56000,-0.80000,83.00000,86.00000,79.00000,77.00000,80.00000,88.00000,18.49000,19.35000,21.93000,19.92333,152.27941,94.35369,46.49333,82.66667,81.66667
3,2023/2/7 下午 02:26:03,150.78000,-4.58000,-8.08000,79.00000,79.00000,71.00000,77.00000,73.00000,80.00000,16.77000,16.34000,18.49000,17.20000,150.84954,91.73985,46.04000,76.33333,76.66667
4,2023/2/7 下午 02:26:03,138.06000,2.28000,-6.30000,87.00000,88.00000,90.00000,78.00000,77.00000,87.00000,20.21000,20.21000,26.66000,22.36000,138.07882,89.05387,44.68000,88.33333,80.66667
5,2023/2/7 下午 02:26:03,134.22000,4.42000,-9.16000,82.00000,90.00000,85.00000,78.00000,86.00000,81.00000,18.06000,21.07000,24.51000,21.21333,134.29276,88.11387,43.16000,85.66667,81.66667
6,2023/2/7 下午 02:26:03,142.04000,-3.18000,-3.42000,88.00000,92.00000,86.00000,81.00000,84.00000,90.00000,20.64000,21.93000,24.94000,22.50333,142.07559,91.28253,45.14667,88.66667,85.00000
7,2023/2/7 下午 02:26:03,134.30001,-7.30000,-4.60000,91.00000,94.00000,91.00000,74.00000,69.00000,83.00000,21.93000,22.79000,27.09000,23.93667,134.49826,93.11130,40.80000,92.00000,75.33333
8,2023/2/7 下午 02:26:03,136.42000,-7.96000,-12.26000,90.00000,95.00000,86.00000,85.00000,79.00000,84.00000,21.50000,23.22000,24.94000,23.22000,136.65203,93.33938,38.73333,90.33333,82.66667
9,2023/2/7 下午 02:26:03,138.50000,1.96000,-1.32000,81.00000,92.00000,84.00000,69.00000,83.00000,90.00000,17.63000,21.93000,24.08000,21.21333,138.51387,89.18923,46.38000,85.66667,80.66667
10,2023/2/7 下午 02:26:03,131.82000,3.50000,-0.12000,97.00000,96.00000,98.00000,82.00000,85.00000,90.00000,24.51000,23.65000,30.10000,26.08667,131.86646,88.47908,45.06667,97.00000,85.66667
11,2023/2/7 下午 02:26:03,134.70000,10.38000,-7.20000,81.00000,85.00000,81.00000,81.00000,74.00000,84.00000,17.63000,18.92000,22.79000,19.78000,135.09935,85.59349,45.96000,82.33333,79.66667
12,2023/2/7 下午 02:26:03,136.30000,5.32000,-3.04000,91.00000,98.00000,93.00000,81.00000,85.00000,89.00000,21.93000,24.51000,27.95000,24.79667,136.40379,87.76479,46.19333,94.00000,85.00000
13,2023/2/7 下午 02:26:03,130.70000,11.06000,-2.72000,86.00000,95.00000,88.00000,82.00000,87.00000,90.00000,19.78000,23.22000,25.80000,22.93333,131.16712,85.16308,46.34667,89.66667,86.33333
14,2023/2/7 下午 02:26:03,130.74000,4.42000,-7.12000,90.00000,97.00000,89.00000,80.00000,91.00000,84.00000,21.50000,24.08000,26.23000,23.93667,130.81469,88.06371,42.68000,92.00000,85.00000
15,2023/2/7 下午 02:26:03,126.92000,7.16000,-4.26000,89.00000,91.00000,82.00000,83.00000,81.00000,88.00000,21.07000,21.50000,23.22000,21.93000,127.12180,86.77117,43.27333,87.33333,84.00000
16,2023/2/7 下午 02:26:03,129.22000,3.60000,-4.26000,86.00000,93.00000,85.00000,84.00000,87.00000,88.00000,19.78000,22.36000,24.51000,22.21667,129.27013,88.40418,42.85333,88.00000,86.33333
17,2023/2/7 下午 02:26:03,131.28000,5.60000,-2.38000,82.00000,87.00000,83.00000,69.00000,81.00000,93.00000,18.06000,19.78000,23.65000,20.49667,131.39939,87.55742,44.83334,84.00000,81.00000
18,2023/2/7 下午 02:26:03,136.06000,0.62000,-4.34000,94.00000,102.00000,89.00000,77.00000,85.00000,89.00000,23.22000,26.23000,26.23000,25.22667,136.06141,89.73892,44.11333,95.00000,83.66667
19,2023/2/7 下午 02:26:03,153.24000,15.26000,-7.18000,83.00000,84.00000,90.00000,78.00000,85.00000,86.00000,18.49000,18.49000,26.66000,21.21333,153.99794,84.31310,53.77333,85.66667,83.00000
20,2023/2/7 下午 02:26:03,153.94000,6.26000,-9.58000,88.00000,94.00000,87.00000,83.00000,78.00000,89.00000,20.64000,22.79000,25.37000,22.93333,154.06723,87.67134,50.20667,89.66667,83.33333
21,2023/2/7 下午 02:26:03,146.40000,20.76000,-13.48000,90.00000,93.00000,89.00000,86.00000,83.00000,89.00000,21.50000,22.36000,26.23000,23.36333,147.86459,81.92908,51.22667,90.66667,86.00000
22,2023/2/7 下午 02:26:03,140.28000,-7.82000,-10.96000,87.00000,89.00000,91.00000,68.00000,73.00000,62.00000,20.21000,20.64000,27.09000,22.64667,140.49779,93.19069,40.50000,89.00000,67.66667
23,2023/2/7 下午 02:26:03,145.14000,-9.56000,2.86000,85.00000,88.00000,81.00000,77.00000,86.00000,90.00000,19.35000,20.21000,22.79000,20.78333,145.45451,93.76848,46.14667,84.66667,84.33333
24,2023/2/7 下午 02:26:03,144.86001,-5.02000,5.74000,92.00000,90.00000,88.00000,82.00000,90.00000,95.00000,22.36000,21.07000,25.80000,23.07667,144.94696,91.98474,48.52667,90.00000,89.00000
25,2023/2/7 下午 02:26:03,149.70000,-3.84000,4.00000,85.00000,89.00000,78.00000,74.00000,92.00000,85.00000,19.35000,20.64000,21.50000,20.49667,149.74924,91.46939,49.95333,84.00000,83.66667
26,2023/2/7 下午 02:26:03,143.40000,-11.14000,-1.94000,89.00000,92.00000,87.00000,82.00000,86.00000,87.00000,21.07000,21.93000,25.37000,22.79000,143.83205,94.44209,43.44000,89.33333,85.00000
27,2023/2/7 下午 02:26:03,133.28000,-1.86000,-3.60000,89.00000,87.00000,80.00000,81.00000,82.00000,90.00000,21.07000,19.78000,22.36000,21.07000,133.29298,90.79954,42.60667,85.33333,84.33333
28,2023/2/7 下午 02:26:03,131.70000,2.62000,-3.42000,81.00000,88.00000,71.00000,72.00000,88.00000,91.00000,17.63000,20.21000,18.49000,18.77667,131.72606,88.86033,43.63333,80.00000,83.66667
29,2023/2/7 下午 02:26:03,132.43999,-0.68000,-4.06000,85.00000,91.00000,81.00000,74.00000,87.00000,81.00000,19.35000,21.50000,22.79000,21.21333,132.44174,90.29418,42.56666,85.66667,80.66667
30,2023/2/7 下午 02:26:03,131.68000,6.80000,-1.40000,82.00000,87.00000,79.00000,74.00000,85.00000,89.00000,18.06000,19.78000,21.93000,19.92333,131.85546,87.04385,45.69333,82.66667,82.66667
