Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/2/7 下午 02:39:01,-50.82000,2.98000,-2.19000,82.00000,82.00000,70.00000,84.00000,95.00000,94.00000,18.06000,17.63000,18.06000,17.91667,50.90730,273.35589,-16.67667,78.00000,91.00000
2,2023/2/7 下午 02:39:01,-50.73000,-0.16000,-3.84000,74.00000,79.00000,72.00000,68.00000,92.00000,93.00000,14.62000,16.34000,18.92000,16.62667,50.73025,269.81929,-18.24333,75.00000,84.33333
3,2023/2/7 下午 02:39:01,-54.10000,-0.69000,-1.82000,89.00000,86.00000,90.00000,83.00000,96.00000,95.00000,21.07000,19.35000,26.66000,22.36000,54.10440,269.26928,-18.87000,88.33333,91.33333
4,2023/2/7 下午 02:39:01,-54.59000,-2.09000,-2.55000,74.00000,75.00000,70.00000,80.00000,93.00000,93.00000,14.62000,14.62000,18.06000,15.76667,54.62999,267.80748,-19.74333,73.00000,88.66667
5,2023/2/7 下午 02:39:01,-53.99000,-0.54000,-1.07000,63.00000,65.00000,60.00000,79.00000,91.00000,93.00000,9.89000,10.32000,13.76000,11.32333,53.99270,269.42696,-18.53333,62.66667,87.66667
6,2023/2/7 下午 02:39:01,-55.90000,-2.19000,0.07000,76.00000,87.00000,78.00000,85.00000,91.00000,92.00000,15.48000,19.78000,21.50000,18.92000,55.94288,267.75646,-19.34000,80.33333,89.33333
7,2023/2/7 下午 02:39:01,-54.62000,-2.26000,-0.49000,68.00000,68.00000,61.00000,76.00000,91.00000,92.00000,12.04000,11.61000,14.19000,12.61333,54.66673,267.63064,-19.12333,65.66667,86.33333
8,2023/2/7 下午 02:39:01,-56.24000,-2.53000,0.68000,74.00000,77.00000,72.00000,82.00000,91.00000,94.00000,14.62000,15.48000,18.92000,16.34000,56.29688,267.42424,-19.36333,74.33333,89.00000
9,2023/2/7 下午 02:39:01,-57.13000,-2.00000,0.17000,64.00000,71.00000,61.00000,89.00000,90.00000,93.00000,10.32000,12.90000,14.19000,12.47000,57.16500,267.99502,-19.65333,65.33333,90.66667
10,2023/2/7 下午 02:39:01,-55.47000,-2.49000,-0.47000,82.00000,82.00000,79.00000,77.00000,88.00000,95.00000,18.06000,17.63000,21.93000,19.20667,55.52586,267.42977,-19.47667,81.00000,86.66667
11,2023/2/7 下午 02:39:01,-60.58000,-1.98000,-1.80000,70.00000,76.00000,66.00000,78.00000,90.00000,90.00000,12.90000,15.05000,16.34000,14.76333,60.61235,268.12801,-21.45333,70.66667,86.00000
12,2023/2/7 下午 02:39:01,-56.58000,-3.20000,-1.46000,73.00000,78.00000,66.00000,88.00000,93.00000,94.00000,14.19000,15.91000,16.34000,15.48000,56.67042,266.76297,-20.41333,72.33333,91.66667
