Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/2/7 下午 02:20:21,54.70000,0.00000,0.25000,67.00000,68.00000,60.00000,67.00000,91.00000,91.00000,8.60000,8.60000,12.47000,9.89000,54.70000,90.00000,18.31667,65.00000,83.00000
2,2023/2/7 下午 02:20:21,49.90000,0.53000,0.92000,57.00000,64.00000,59.00000,71.00000,86.00000,86.00000,4.30000,6.88000,12.04000,7.74000,49.90282,89.39147,17.11667,60.00000,81.00000
3,2023/2/7 下午 02:20:21,53.65000,2.53000,1.31000,63.00000,65.00000,55.00000,62.00000,87.00000,90.00000,6.88000,7.31000,10.32000,8.17000,53.70962,87.30007,19.16333,61.00000,79.66667
4,2023/2/7 下午 02:20:21,53.41000,1.92000,1.29000,61.00000,63.00000,53.00000,80.00000,84.00000,90.00000,6.02000,6.45000,9.46000,7.31000,53.44450,87.94120,18.87333,59.00000,84.66667
5,2023/2/7 下午 02:20:21,53.54000,2.27000,0.11000,70.00000,73.00000,70.00000,83.00000,92.00000,94.00000,9.89000,10.75000,16.77000,12.47000,53.58810,87.57222,18.64000,71.00000,89.66667
6,2023/2/7 下午 02:20:22,56.87000,1.03000,0.14000,63.00000,69.00000,62.00000,82.00000,90.00000,93.00000,6.88000,9.03000,13.33000,9.74667,56.87933,88.96240,19.34667,64.66667,88.33333
7,2023/2/7 下午 02:20:22,55.68000,2.59000,0.14000,89.00000,86.00000,87.00000,89.00000,93.00000,94.00000,18.06000,16.34000,24.08000,19.49333,55.74021,87.33676,19.47000,87.33333,92.00000
8,2023/2/7 下午 02:20:22,52.46000,5.47000,-1.69000,69.00000,74.00000,62.00000,77.00000,85.00000,92.00000,9.46000,11.18000,13.33000,11.32333,52.74441,84.04729,18.74667,68.33333,84.66667
9,2023/2/7 下午 02:20:22,52.54000,-1.84000,-4.55000,66.00000,70.00000,57.00000,86.00000,80.00000,80.00000,8.17000,9.46000,11.18000,9.60333,52.57221,92.00573,15.38333,64.33333,82.00000
10,2023/2/7 下午 02:20:22,56.13000,-2.79000,-3.19000,68.00000,75.00000,62.00000,88.00000,86.00000,93.00000,9.03000,11.61000,13.33000,11.32333,56.19930,92.84560,16.71667,68.33333,89.00000
11,2023/2/7 下午 02:20:22,57.18000,-3.63000,-3.52000,85.00000,84.00000,83.00000,88.00000,87.00000,85.00000,16.34000,15.48000,22.36000,18.06000,57.29511,93.63248,16.67667,84.00000,86.66667
12,2023/2/7 下午 02:20:22,53.95000,1.43000,-3.39000,79.00000,78.00000,73.00000,84.00000,84.00000,89.00000,13.76000,12.90000,18.06000,14.90667,53.96895,88.48167,17.33000,76.66667,85.66667
13,2023/2/7 下午 02:20:22,57.36000,3.12000,-3.05000,75.00000,79.00000,81.00000,88.00000,89.00000,92.00000,12.04000,13.33000,21.50000,15.62333,57.44479,86.88656,19.14333,78.33333,89.66667
14,2023/2/7 下午 02:20:22,53.86000,3.83000,0.70000,74.00000,68.00000,66.00000,70.00000,86.00000,87.00000,11.61000,8.60000,15.05000,11.75333,53.99601,85.93253,19.46333,69.33333,81.00000
