T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
6,0,54743,36977,1536,1322,3909,6007,0,-1.343,-0.783,-0.479,0.635,-0.414
6,0,35000,20000,0,0,0,0,0,0,-3.14159,-3.14159,-3.14159,-3.14159
6,0,55000,40000,6000,6000,6000,6000,0,-1.5,0,0,0,0
6,0,85000,60000,10000,10000,10000,10000,0,-3.14159,3.15159,3.15159,3.15159,3.15159
