T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
6,0,60429,587,1544,1839,7657,7454,0,-1.641,-1.107,-0.193,0.369,-0.509
6,0,40000,0,0,0,2000,2000,0,-3.14159,-2,-3.14159,-3.14159,-3.14159
6,0,55000,4000,4000,4000,5000,5000,0,0,-0.5,0,0,0
6,0,70000,8000,8000,8000,15000,15000,0,3.15159,0.5,3.15159,3.15159,3.15159
