T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
12.000,6636.123,199456.830,75483.450,12701.693,7360.783,3097.897,1992.146,0.000,-2.708,0.010,2.645,-1.102,0.715,
