T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
12.000,0.000,265327.212,210.778,18060.169,534.448,11997.982,6213.088,0.000,1.492,-0.216,-1.106,0.170,0.091,
