T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
6,0,259286,67,18587,1576,6581,4617,0,1.663998594,-0.479999595,0.571999517,2.456997925,1.399998817
6,0,230000,0,5000,0,0,0,0,-3.14159,-1.5,-3.14159,-3.14159,-3.14159
6,0,260000,4000,20000,4000,7000,4000,0,0,-0.5,0,0,0
6,0,290000,8000,30000,8000,12000,8000,0,3.15159,0.5,3.15159,3.15159,3.15159
