T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
6,0,234507,131370,12889,8912,3553,1483,0,-1.091462293,-0.493565669,-1.717448019,-2.878129887,2.150822753
6,0,230000,130000,0,0,0,0,0,0,-3.14159,-3.14159,-3.14159,-3.14159
6,0,260000,110000,10000,10000,10000,10000,0,-1.5,0,0,0,0
6,0,200000,150000,20000,20000,20000,20000,0,-3.14159,3.15159,3.15159,3.15159,3.15159
