T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
12,0,265326,225,18055,847,11657,6007,0,1.499998733,-0.215999818,-0.809999316,0.096999918,-0.064999945
12,0,240000,0,10000,0,2000,2000,0,-3.14159,-3.14159,-3.14159,-3.14159,-3.14159
12,0,265000,2000,20000,2000,10000,5000,0,0,0,0,0,0
12,0,290000,5000,30000,5000,20000,15000,0,3.15159,3.15159,3.15159,3.15159,3.15159
