T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
12,1069,239283,86107,11855,9844,3926,2201,0,-1.166999014,-0.305999742,-1.401998816,-2.453997927,2.121998208
12,0,220000,70000,0,0,0,0,0,0,-3.14159,-3.14159,-3.14159,-3.14159
12,1000,240000,85000,10000,10000,5000,3000,0,-1.5,0,0,0,0
12,2000,260000,100000,20000,20000,10000,7000,0,-2.5,3.15159,3.15159,3.15159,3.15159
