T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
9,0,193159,308,6602,1083,915,1477,0,-0.986999166,0.103999912,0.279999763,-1.369998843,-0.44999962
9,0,160000,0,0,0,0,0,0,-3.14159,-3.14159,-3.14159,-3.14159,-3.14159
9,0,190000,5000,5000,5000,5000,5000,0,0,0,0,0,0
9,0,220000,10000,10000,10000,10000,10000,0,3.15159,3.15159,3.15159,3.15159,3.15159
