T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
9,0,178269,57516,4856,3177,1414,1165,0,-0.67499943,0.078999933,-1.020999138,-1.984998323,-2.264998087
9,0,160000,40000,0,0,0,0,0,0.5,-3.14159,-3.14159,-3.14159,-3.14159
9,0,180000,60000,5000,5000,5000,5000,0,-1.5,0,0,0,0
9,0,200000,80000,10000,10000,10000,10000,0,-2.5,3.15159,3.15159,3.15159,3.15159
