T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
9,0,135792,39948,2888,1797,716,381,0,-0.541999542,0.218999815,-0.835999294,-1.84699844,-2.786997646
9,0,115000,20000,0,0,0,0,0,0.5,-3.14159,-3.14159,-3.14159,-3.14159
9,0,135000,40000,3000,3000,3000,3000,0,-1.5,0,0,0,0
9,0,155000,60000,6000,6000,6000,6000,0,-2.5,3.15159,3.15159,3.15159,3.15159
