T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
6.000,0.000,83724.656,55221.490,2074.107,3035.000,7361.900,5277.290,0.000,-1.225,-0.881,-2.041,-0.735,1.625,
