T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
6.000,0.000,92819.337,436.188,3346.014,1563.000,5053.330,5928.559,0.000,-0.862,-0.783,-0.741,0.366,-0.757,
