Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/6/30 上午 10:57:43,49.96000,4.94000,-4.00000,98.00000,100.00000,103.00000,94.00000,86.00000,93.00000,18.49000,19.78000,27.95000,22.07333,50.20364,84.35300,16.96667,100.33333,91.00000
2,2023/6/30 上午 10:57:43,51.66000,2.14000,-3.74000,98.00000,101.00000,93.00000,92.00000,94.00000,94.00000,18.49000,20.21000,23.65000,20.78333,51.70431,87.62790,16.68667,97.33333,93.33333
3,2023/6/30 上午 10:57:43,49.14000,3.64000,-3.40000,108.00000,118.00000,108.00000,94.00000,91.00000,96.00000,22.79000,27.52000,30.10000,26.80333,49.27463,85.76361,16.46000,111.33333,93.66667
4,2023/6/30 上午 10:57:43,49.26000,2.40000,-3.66000,112.00000,113.00000,114.00000,93.00000,93.00000,94.00000,24.51000,25.37000,32.68000,27.52000,49.31843,87.21069,16.00000,113.00000,93.33333
5,2023/6/30 上午 10:57:43,44.24000,5.50000,-2.50000,97.00000,98.00000,97.00000,93.00000,90.00000,93.00000,18.06000,18.92000,25.37000,20.78333,44.58058,82.91324,15.74667,97.33333,92.00000
6,2023/6/30 上午 10:57:43,42.44000,-2.76000,-4.22000,100.00000,101.00000,101.00000,91.00000,92.00000,96.00000,19.35000,20.21000,27.09000,22.21667,42.52965,93.72088,11.82000,100.66667,93.00000
7,2023/6/30 上午 10:57:43,44.54000,4.92000,-4.52000,114.00000,113.00000,116.00000,97.00000,93.00000,98.00000,25.37000,25.37000,33.54000,28.09333,44.81091,83.69652,14.98000,114.33333,96.00000
8,2023/6/30 上午 10:57:43,37.30000,1.36000,-5.16000,99.00000,108.00000,105.00000,91.00000,93.00000,97.00000,18.92000,23.22000,28.81000,23.65000,37.32478,87.91186,11.16667,104.00000,93.66667
9,2023/6/30 上午 10:57:43,38.66000,3.84000,-5.02000,102.00000,105.00000,97.00000,93.00000,90.00000,91.00000,20.21000,21.93000,25.37000,22.50333,38.85024,84.32756,12.49333,101.33333,91.33333
10,2023/6/30 上午 10:57:43,34.24000,0.28000,-4.26000,107.00000,114.00000,118.00000,95.00000,98.00000,96.00000,22.36000,25.80000,34.40000,27.52000,34.24115,89.53147,10.08667,113.00000,96.33333
11,2023/6/30 上午 10:57:43,32.76000,3.72000,-3.80000,101.00000,105.00000,103.00000,95.00000,95.00000,98.00000,19.78000,21.93000,27.95000,23.22000,32.97053,83.52164,10.89333,103.00000,96.00000
12,2023/6/30 上午 10:57:43,27.68000,2.78000,-3.90000,115.00000,109.00000,114.00000,96.00000,90.00000,91.00000,25.80000,23.65000,32.68000,27.37667,27.81925,84.26481,8.85333,112.66667,92.33333
13,2023/6/30 上午 10:57:43,30.74000,2.14000,-3.78000,114.00000,114.00000,112.00000,95.00000,97.00000,95.00000,25.37000,25.80000,31.82000,27.66333,30.81440,86.01771,9.70000,113.33333,95.66667
14,2023/6/30 上午 10:57:43,29.04000,0.32000,-3.78000,104.00000,109.00000,109.00000,97.00000,93.00000,98.00000,21.07000,23.65000,30.53000,25.08333,29.04176,89.36867,8.52667,107.33333,96.00000
15,2023/6/30 上午 10:57:43,21.58000,5.42000,-3.22000,109.00000,109.00000,100.00000,97.00000,91.00000,97.00000,23.22000,23.65000,26.66000,24.51000,22.25023,75.90130,7.92667,106.00000,95.00000
16,2023/6/30 上午 10:57:43,24.26000,2.80000,-4.00000,106.00000,104.00000,100.00000,97.00000,97.00000,97.00000,21.93000,21.50000,26.66000,23.36333,24.42105,83.41626,7.68667,103.33333,97.00000
