Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/6/30 下午 04:07:57,-12.64000,-0.87000,-0.05000,82.00000,77.00000,77.00000,92.00000,98.00000,94.00000,12.90000,11.61000,18.06000,14.19000,12.66990,266.06259,-4.52000,78.66667,94.66667
2,2023/6/30 下午 04:07:57,-12.60000,-1.62000,-0.06000,84.00000,78.00000,93.00000,90.00000,93.00000,94.00000,13.76000,12.04000,24.94000,16.91333,12.70372,262.67359,-4.76000,85.00000,92.33333
3,2023/6/30 下午 04:07:57,-9.88000,0.17000,-0.27000,67.00000,62.00000,63.00000,74.00000,87.00000,91.00000,6.45000,5.16000,12.04000,7.88333,9.88146,270.98576,-3.32667,64.00000,84.00000
4,2023/6/30 下午 04:07:57,-13.60000,0.01000,-0.47000,80.00000,70.00000,86.00000,87.00000,91.00000,96.00000,12.04000,8.60000,21.93000,14.19000,13.60000,270.04213,-4.68667,78.66667,91.33333
5,2023/6/30 下午 04:07:57,-12.37000,0.85000,-0.62000,68.00000,94.00000,80.00000,78.00000,93.00000,91.00000,6.88000,18.92000,19.35000,15.05000,12.39917,273.93088,-4.04667,80.66667,87.33333
6,2023/6/30 下午 04:07:57,-13.78000,-0.17000,-0.46000,67.00000,73.00000,60.00000,90.00000,92.00000,96.00000,6.45000,9.89000,10.75000,9.03000,13.78105,269.29319,-4.80333,66.66667,92.66667
7,2023/6/30 下午 04:07:57,-11.77000,-0.72000,-0.47000,79.00000,83.00000,77.00000,84.00000,91.00000,92.00000,11.61000,14.19000,18.06000,14.62000,11.79200,266.49944,-4.32000,79.66667,89.00000
8,2023/6/30 下午 04:07:57,-10.92000,-1.37000,-0.64000,89.00000,85.00000,63.00000,87.00000,94.00000,94.00000,15.91000,15.05000,12.04000,14.33333,11.00560,262.84915,-4.31000,79.00000,91.66667
9,2023/6/30 下午 04:07:57,-12.48000,-1.82000,-0.68000,82.00000,85.00000,65.00000,88.00000,96.00000,97.00000,12.90000,15.05000,12.90000,13.61667,12.61201,261.70285,-4.99333,77.33333,93.66667
10,2023/6/30 下午 04:07:57,-11.44000,-2.09000,-0.73000,63.00000,64.00000,56.00000,91.00000,96.00000,95.00000,4.73000,6.02000,9.03000,6.59333,11.62935,259.64668,-4.75333,61.00000,94.00000
11,2023/6/30 下午 04:07:57,-11.34000,-0.66000,-0.70000,96.00000,86.00000,84.00000,89.00000,90.00000,97.00000,18.92000,15.48000,21.07000,18.49000,11.35919,266.66908,-4.23333,88.66667,92.00000
12,2023/6/30 下午 04:07:57,-10.80000,-1.37000,-0.75000,108.00000,97.00000,99.00000,89.00000,96.00000,97.00000,24.08000,20.21000,27.52000,23.93667,10.88655,262.77054,-4.30667,101.33333,94.00000
13,2023/6/30 下午 04:07:57,-11.29000,-0.77000,-1.08000,89.00000,75.00000,78.00000,89.00000,94.00000,96.00000,15.91000,10.75000,18.49000,15.05000,11.31623,266.09836,-4.38000,80.66667,93.00000
14,2023/6/30 下午 04:07:57,-11.16000,-1.26000,-0.71000,100.00000,90.00000,90.00000,91.00000,93.00000,91.00000,20.64000,17.20000,23.65000,20.49667,11.23090,263.55840,-4.37667,93.33333,91.66667
15,2023/6/30 下午 04:07:57,-10.51000,0.16000,-0.80000,105.00000,96.00000,94.00000,87.00000,97.00000,95.00000,22.79000,19.78000,25.37000,22.64667,10.51122,270.87218,-3.71667,98.33333,93.00000
16,2023/6/30 下午 04:07:58,-10.41000,-0.24000,-0.58000,67.00000,67.00000,47.00000,86.00000,91.00000,94.00000,6.45000,7.31000,5.16000,6.30667,10.41277,268.67929,-3.74333,60.33333,90.33333
17,2023/6/30 下午 04:07:58,-10.06000,-1.09000,-0.52000,78.00000,75.00000,73.00000,92.00000,98.00000,97.00000,11.18000,10.75000,16.34000,12.75667,10.11888,263.81613,-3.89000,75.33333,95.66667
18,2023/6/30 下午 04:07:58,-10.68000,-0.07000,-0.35000,86.00000,86.00000,73.00000,96.00000,94.00000,96.00000,14.62000,15.48000,16.34000,15.48000,10.68023,269.62447,-3.70000,81.66667,95.33333
19,2023/6/30 下午 04:07:58,-9.57000,-0.30000,-0.46000,89.00000,90.00000,72.00000,95.00000,92.00000,93.00000,15.91000,17.20000,15.91000,16.34000,9.57470,268.20448,-3.44333,83.66667,93.33333
20,2023/6/30 下午 04:07:58,-11.11000,0.09000,-0.29000,84.00000,75.00000,68.00000,90.00000,88.00000,97.00000,13.76000,10.75000,14.19000,12.90000,11.11036,270.46413,-3.77000,75.66667,91.66667
21,2023/6/30 下午 04:07:58,-8.36000,0.36000,-0.34000,79.00000,75.00000,62.00000,80.00000,85.00000,93.00000,11.61000,10.75000,11.61000,11.32333,8.36775,272.46576,-2.78000,72.00000,86.00000
