T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
9.000,3804.288,230650.464,86657.855,11894.992,5930.697,4234.584,1782.479,0.000,-2.130,0.844,-2.637,-0.032,0.971,
