Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/6/30 下午 04:17:11,-25.01000,1.29000,-1.52000,64.00000,67.00000,72.00000,87.00000,96.00000,98.00000,5.59000,7.74000,15.91000,9.74667,25.04325,272.95266,-8.41333,67.66667,93.66667
2,2023/6/30 下午 04:17:11,-21.35000,-0.76000,-0.44000,78.00000,84.00000,84.00000,85.00000,87.00000,95.00000,11.61000,15.05000,21.07000,15.91000,21.36352,267.96129,-7.51667,82.00000,89.00000
3,2023/6/30 下午 04:17:11,-26.08000,1.34000,-0.56000,71.00000,76.00000,61.00000,90.00000,95.00000,93.00000,8.60000,11.61000,11.18000,10.46333,26.11440,272.94129,-8.43333,69.33333,92.66667
4,2023/6/30 下午 04:17:11,-19.42000,-1.44000,-0.67000,83.00000,78.00000,66.00000,85.00000,84.00000,93.00000,13.76000,12.47000,13.33000,13.18667,19.47331,265.75926,-7.17667,75.66667,87.33333
5,2023/6/30 下午 04:17:11,-22.99000,0.44000,-0.12000,82.00000,69.00000,70.00000,87.00000,93.00000,95.00000,13.33000,8.60000,15.05000,12.32667,22.99421,271.09644,-7.55667,73.66667,91.66667
6,2023/6/30 下午 04:17:11,-20.39000,1.43000,-0.28000,70.00000,68.00000,73.00000,84.00000,91.00000,94.00000,8.17000,8.17000,16.34000,10.89333,20.44008,274.01172,-6.41333,70.33333,89.66667
7,2023/6/30 下午 04:17:11,-17.17000,-0.01000,0.50000,75.00000,71.00000,61.00000,82.00000,83.00000,95.00000,10.32000,9.46000,11.18000,10.32000,17.17000,269.96663,-5.56000,69.00000,86.66667
8,2023/6/30 下午 04:17:11,-19.84000,-0.27000,-0.27000,70.00000,73.00000,66.00000,90.00000,93.00000,94.00000,8.17000,10.32000,13.33000,10.60667,19.84184,269.22032,-6.79333,69.66667,92.33333
9,2023/6/30 下午 04:17:11,-22.83000,0.77000,-0.63000,76.00000,69.00000,65.00000,90.00000,94.00000,93.00000,10.75000,8.60000,12.90000,10.75000,22.84298,271.93171,-7.56333,70.00000,92.33333
10,2023/6/30 下午 04:17:11,-19.17000,-0.03000,-0.85000,78.00000,71.00000,79.00000,89.00000,89.00000,96.00000,11.61000,9.46000,18.92000,13.33000,19.17002,269.91034,-6.68333,76.00000,91.33333
11,2023/6/30 下午 04:17:11,-20.81000,-0.39000,-1.08000,68.00000,66.00000,56.00000,82.00000,92.00000,95.00000,7.31000,7.31000,9.03000,7.88333,20.81365,268.92635,-7.42667,63.33333,89.66667
12,2023/6/30 下午 04:17:12,-22.60000,-1.24000,-1.09000,93.00000,82.00000,82.00000,92.00000,90.00000,97.00000,18.06000,14.19000,20.21000,17.48667,22.63399,266.85949,-8.31000,85.66667,93.00000
13,2023/6/30 下午 04:17:12,-17.55000,0.52000,0.25000,86.00000,89.00000,76.00000,87.00000,97.00000,96.00000,15.05000,17.20000,17.63000,16.62667,17.55770,271.69716,-5.59333,83.66667,93.33333
14,2023/6/30 下午 04:17:12,-23.18000,0.44000,-0.63000,74.00000,68.00000,59.00000,89.00000,94.00000,95.00000,9.89000,8.17000,10.32000,9.46000,23.18418,271.08745,-7.79000,67.00000,92.66667
15,2023/6/30 下午 04:17:12,-22.08000,-2.46000,-1.19000,79.00000,71.00000,67.00000,90.00000,93.00000,93.00000,12.04000,9.46000,13.76000,11.75333,22.21662,263.64272,-8.57667,72.33333,92.00000
16,2023/6/30 下午 04:17:12,-18.82000,-2.03000,-1.52000,87.00000,88.00000,89.00000,89.00000,98.00000,97.00000,15.48000,16.77000,23.22000,18.49000,18.92917,263.84365,-7.45667,88.00000,94.66667
17,2023/6/30 下午 04:17:12,-18.68000,-2.09000,-1.80000,82.00000,88.00000,75.00000,85.00000,93.00000,95.00000,13.33000,16.77000,17.20000,15.76667,18.79656,263.61605,-7.52333,81.66667,91.00000
18,2023/6/30 下午 04:17:12,-20.42000,-1.76000,-1.42000,72.00000,66.00000,73.00000,86.00000,91.00000,97.00000,9.03000,7.31000,16.34000,10.89333,20.49571,265.07385,-7.86667,70.33333,91.33333
19,2023/6/30 下午 04:17:12,-19.23000,-2.10000,-1.11000,114.00000,88.00000,103.00000,86.00000,96.00000,98.00000,27.09000,16.77000,29.24000,24.36667,19.34433,263.76775,-7.48000,101.66667,93.33333
20,2023/6/30 下午 04:17:12,-19.87000,-0.97000,-0.87000,87.00000,86.00000,79.00000,88.00000,89.00000,96.00000,15.48000,15.91000,18.92000,16.77000,19.89366,267.20519,-7.23667,84.00000,91.00000
21,2023/6/30 下午 04:17:12,-18.60000,-0.34000,-0.85000,93.00000,84.00000,83.00000,90.00000,94.00000,93.00000,18.06000,15.05000,20.64000,17.91667,18.60311,268.95277,-6.59667,86.66667,92.33333
22,2023/6/30 下午 04:17:12,-19.74000,1.25000,-0.26000,85.00000,69.00000,61.00000,90.00000,88.00000,92.00000,14.62000,8.60000,11.18000,11.46667,19.77954,273.62331,-6.25000,71.66667,90.00000
23,2023/6/30 下午 04:17:12,-17.25000,0.26000,-0.49000,63.00000,55.00000,50.00000,83.00000,82.00000,91.00000,5.16000,2.58000,6.45000,4.73000,17.25196,270.86352,-5.82667,56.00000,85.33333
24,2023/6/30 下午 04:17:12,-17.40000,1.43000,-0.29000,66.00000,66.00000,60.00000,86.00000,92.00000,91.00000,6.45000,7.31000,10.75000,8.17000,17.45866,274.69823,-5.42000,64.00000,89.66667
25,2023/6/30 下午 04:17:12,-15.32000,-0.22000,-0.43000,82.00000,72.00000,59.00000,83.00000,86.00000,89.00000,13.33000,9.89000,10.32000,11.18000,15.32158,269.17727,-5.32333,71.00000,86.00000
26,2023/6/30 下午 04:17:12,-21.18000,0.46000,0.19000,65.00000,67.00000,50.00000,74.00000,79.00000,87.00000,6.02000,7.74000,6.45000,6.73667,21.18499,271.24419,-6.84333,60.66667,80.00000
27,2023/6/30 下午 04:17:12,-15.86000,-1.52000,-0.15000,88.00000,79.00000,79.00000,87.00000,91.00000,96.00000,15.91000,12.90000,18.92000,15.91000,15.93267,264.52557,-5.84333,82.00000,91.33333
28,2023/6/30 下午 04:17:12,-21.30000,0.92000,-0.63000,87.00000,79.00000,68.00000,94.00000,92.00000,96.00000,15.48000,12.90000,14.19000,14.19000,21.31986,272.47321,-7.00333,78.00000,94.00000
29,2023/6/30 下午 04:17:12,-19.28000,-2.37000,-0.36000,78.00000,70.00000,66.00000,91.00000,91.00000,97.00000,11.61000,9.03000,13.33000,11.32333,19.42512,262.99206,-7.33667,71.33333,93.00000
30,2023/6/30 下午 04:17:12,-20.10000,-0.15000,-0.07000,77.00000,71.00000,73.00000,88.00000,94.00000,97.00000,11.18000,9.46000,16.34000,12.32667,20.10056,269.57243,-6.77333,73.66667,93.00000
31,2023/6/30 下午 04:17:12,-19.67000,-0.73000,0.24000,68.00000,77.00000,55.00000,92.00000,96.00000,94.00000,7.31000,12.04000,8.60000,9.31667,19.68354,267.87459,-6.72000,66.66667,94.00000
32,2023/6/30 下午 04:17:12,-17.85000,0.08000,0.20000,88.00000,85.00000,89.00000,90.00000,95.00000,98.00000,15.91000,15.48000,23.22000,18.20333,17.85018,270.25679,-5.85667,87.33333,94.33333
33,2023/6/30 下午 04:17:12,-16.98000,-2.40000,-0.21000,85.00000,72.00000,66.00000,91.00000,90.00000,96.00000,14.62000,9.89000,13.33000,12.61333,17.14877,261.95495,-6.53000,74.33333,92.33333
34,2023/6/30 下午 04:17:12,-18.19000,3.79000,-0.46000,67.00000,74.00000,53.00000,92.00000,85.00000,94.00000,6.88000,10.75000,7.74000,8.45667,18.58064,281.76955,-4.95333,64.66667,90.33333
35,2023/6/30 下午 04:17:12,-18.12000,0.39000,0.60000,75.00000,60.00000,72.00000,88.00000,92.00000,93.00000,10.32000,4.73000,15.91000,10.32000,18.12420,271.23300,-5.71000,69.00000,91.00000
36,2023/6/30 下午 04:17:12,-17.52000,0.45000,-0.52000,80.00000,76.00000,66.00000,88.00000,95.00000,95.00000,12.47000,11.61000,13.33000,12.47000,17.52578,271.47131,-5.86333,74.00000,92.66667
37,2023/6/30 下午 04:17:12,-14.61000,-0.30000,-0.73000,83.00000,70.00000,56.00000,86.00000,87.00000,91.00000,13.76000,9.03000,9.03000,10.60667,14.61308,268.82366,-5.21333,69.66667,88.00000
