y[cm],u[cm/s],v[cm/s],vorticity[1/s]
39.746773112193,56.48872889745934,-0.05843226781133332,-38.638978118731664
39.493608955492,58.25719328944367,-0.31048866685300003,-34.017897609769
39.240444798692,59.74993886200334,-0.299567715857,-40.629332759865
38.987280642393,61.829674894924004,-0.40742965187866664,-47.13862884664966
38.734116485393,63.98739567048733,-0.4864029503346667,-43.543114754504664
38.480952328392,65.77391933512934,-0.5493212724043334,-35.20626272699834
38.227788171393,67.20121948250734,-0.6083787990503333,-28.03226964511333
37.974624014393,68.335476952398,-0.6415630128869999,-23.76977082075433
37.721459858392,69.36274616423967,-0.669219694377,-21.543865680605
37.468295701392,70.28553062138799,-0.7108029431796666,-18.966548766305333
37.215131544392,71.079577749428,-0.7555122851293333,-16.901270140917667
36.961967387394,71.81074987118534,-0.7813068875239999,-15.506755462556
36.708803231391,72.46537316525134,-0.7982885315196667,-14.196972522134667
36.455639074394,73.07311487878734,-0.7986629306683334,-13.248801338296667
36.202474917393,73.65119791593033,-0.7927821590866667,-12.356501153348333
35.949310760392,74.180348805858,-0.8008018003496667,-11.57240732926
35.696146603395,74.67666505538966,-0.810227220342,-10.730490916472334
35.442982447392,75.14457620344133,-0.8004951181563333,-10.155990145418668
35.189818290395,75.59484560493065,-0.7894650253183334,-9.618278486825334
34.936654133394,76.01791004612467,-0.773409998839,-8.922492429916
34.683489976392,76.407768619595,-0.7535468107483333,-8.639618808445332
34.430325820393,76.799548808681,-0.7395173782253334,-8.783937556337333
34.177161663392,77.19777021246033,-0.7240419860156667,-8.350188631262666
33.923997506392,77.54930714254168,-0.7037191068863334,-7.5458784087553346
33.670833349392,77.87136771267102,-0.6775392931973333,-7.286479946267666
33.417669192391,78.20051670451167,-0.6620370361793333,-7.458355852978667
33.164505036396,78.53618328837801,-0.6353884312953334,-7.316106128583333
32.91134087939,78.84808068434234,-0.6164637307206667,-7.135254928749
32.65817672239,79.16822090816534,-0.5983125721186666,-7.085912448713
32.405012565394,79.48731114465367,-0.569912320555,-6.884947847499333
32.151848409396,79.789757751564,-0.5421678091929999,-6.769623693261667
31.898684252389,80.10493073489467,-0.5219172863036666,-6.531303867731
31.645520095394,80.39025451339833,-0.49210300228133336,-6.170698192844665
31.392355938395998,80.67982896603566,-0.4699574811123333,-6.2966309920970005
31.13919178139,80.967788984292,-0.441218156855,-6.153270787588333
30.886027625393,81.24244383291934,-0.4126976661603334,-6.159047346624
30.632863468395,81.53003106579267,-0.3774533837343334,-6.044154374798
30.379699311389,81.794440761041,-0.35623781657,-5.719454583868333
30.126535156392,82.05229041870234,-0.34520514974800004,-5.620804793757
29.873370996396,82.30325360007832,-0.34175882007533326,-5.3522881280079995
29.620206836397,82.53882932915234,-0.33698968041000005,-5.235878151564333
29.367042686392,82.772915893123,-0.32934303902533335,-5.080835859052333
29.113878526393,82.99784149198966,-0.312937032837,-4.808304191796333
28.860714366395,83.21960087063967,-0.30286215101166664,-4.835669339499667
28.60755021639,83.44288349763667,-0.28947663796033335,-4.59150849443
