T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
9,0,100070,164.132,1749,314,1471,1374,0,-0.339999713,0.192999837,0.025999978,-0.72199939,0.008999992
9,0,80000,0,0,0,0,0,0,-3.14159,-3.14159,-3.14159,-3.14159,-3.14159
9,0,100000,2000,2000,2000,2000,2000,0,0,0,0,0,0
9,0,120000,4000,4000,4000,4000,4000,0,3.15159,3.15159,3.15159,3.15159,3.15159
