T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
9,0,93021,23338,1350,912,610,600,0,-0.588999502,0.161999863,-0.989999164,-1.702998562,-1.878998413
9,0,70000,10000,0,0,0,0,0,0.5,-3.14159,-3.14159,-3.14159,-3.14159
9,0,90000,20000,3000,3000,3000,3000,0,-1.5,0,0,0,0
9,0,110000,30000,5000,5000,5000,5000,0,-2.5,3.15159,3.15159,3.15159,3.15159
